Cód. Negocio;Tipo Part. <sup>1<sup/>;Cons. id Part.;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
116353;5;2;1,263,100;$10,977.39;$13,865,540,005.11;1;7.144357;247.54826;0;0
116353;5;1;1,281,378.61;$10,920.26;$13,992,983,353.63;288;5.561173;242.42914;0;0
63935;8;0;29,257.49;$252,695.31;$7,393,229,562.66;2;-4.921093;3.267958;11.581163;11.694418
66082;8;0;77,872,464;$13,027.36;$1,014,472,767,358.85;4302;8.768078;10.65315;8.523293;9.747693
58703;8;0;10,012,126.27;$35,188.24;$352,309,101,621.36;3;0.001984;-58.099873;14.721452;24.195097
58946;8;0;242,305.50;$4,537.90;$1,099,557,583.12;3;2.00446;-11.463833;-2.94542;-55.457382
58948;8;0;673,337.77;$11,640.87;$7,838,239,764.92;5;0.05723;-16.435612;-20.958256;-33.66927
58954;8;0;188,202.04;$38,205.70;$7,190,391,298.09;6;0.010171;-11.600608;17.074816;-22.86819
58957;8;0;1,223,302.75;$14,826.41;$18,137,182,425.35;14;0.092393;-58.04391;-9.403154;4.025156
58958;8;0;74,962.56;$10,135.91;$759,813,690.57;1;0.078869;-66.76324;-12.924311;2.608559
59002;8;0;7,099,482.71;$4,018.58;$28,529,872,633.03;5;-0.047846;-12.371156;-4.429639;-32.573376
59008;8;0;1,694,615.83;$7,518.80;$12,741,472,255.55;2;0.064508;-30.292965;-34.36202;-28.035501
59009;8;0;496,952.97;$7,204.32;$3,580,209,111.20;1;0.109388;-30.431498;-34.698833;-27.960548
59012;8;0;12,207,494.47;$1,139.25;$13,907,356,387.05;3;0.02573;-3.779549;-85.69724;-58.64655
59014;8;0;491,622.90;$9,692.48;$4,765,047,016.25;1;0.157505;-28.946108;-33.284878;-27.660252
59143;8;0;33,038.63;$6,258.17;$206,761,260.51;1;0.39858;-1.249557;23.786535;-1.97948
59144;8;0;4,487,698.67;$4,636.83;$20,808,691,325.84;2;0.400325;-7.599158;18.17221;-6.207277
65731;8;0;7,473,430.21;$13,423.57;$100,320,097,194.35;7;1.559192;-5.989432;1.890331;-4.557933
65733;8;0;6,501,829.98;$6,557.27;$42,634,257,042.76;1;0.003735;-10.974815;36.81199;-22.894136
65734;8;0;4,490,942.59;$32,899.16;$147,748,247,424.13;1;0.004654;1.693452;19.363794;33.269196
72899;8;1;53,680.98;$27,588.83;$1,480,995,100.46;1;0.018708;-0.229178;18.278755;18.249226
72899;5;1;7,934,854.65;$24,476.73;$194,219,279,168.37;4;0.018706;-1.298459;17.181988;17.14673
72904;8;0;391,685.99;$14,137.84;$5,537,594,229.60;2;0.426693;9.524086;-24.07468;-6.232838
72905;8;0;52,603,911,640.66;$1.54;$81,211,270,262.20;1;0.236706;51.326244;0.947703;1.185441
72906;8;0;686,131.46;$14,487.01;$9,939,996,244.97;2;0.186299;10.531559;-25.258982;-6.628775
76407;8;0;173,074,088.19;$7,386.53;$1,278,416,908,852.89;1;0.179416;6.838533;21.668444;12.855336
77049;8;0;6,678,468.08;$6,541.29;$43,685,801,741.21;1;0.007388;-20.834286;17.394533;-2.837431
77050;8;0;5,392,273.10;$2,909.46;$15,688,625,713.28;1;0.010401;5.274141;1.002097;-9.825035
90025;5;1;8,979,423.76;$16,021.90;$143,867,469,898.26;15;0.002618;42.633636;33.93634;-5.745636
90025;5;2;617,397.24;$11,783.41;$7,275,042,774.87;3;0.002617;42.016552;30.40033;-6.991349
102495;8;2;3,748.55;$13,868.98;$51,988,588.33;1;0.18841;15.764038;14.392827;15.895607
102495;8;1;3,029,223.16;$13,825.56;$41,880,700,657.14;1;0.18841;15.348661;14.310482;15.709168
102495;8;3;1,442,816.46;$13,878.49;$20,024,114,966.52;2;0.188413;15.813948;14.396545;15.906273
114910;5;1;39,685.36;$3,629.38;$144,033,170.46;3;4.149906;-97.96883;0;0
114910;5;2;314.645;$8,408.54;$2,645,703.76;2;4.149967;-60.51411;0;0
98186;5;2;12,806,660.99;$12,724.74;$162,961,425,707.43;220;10.242556;12.307939;13.30671;12.770589
98186;5;1;6,158,160.44;$12,590.41;$77,533,742,974.01;429;9.806056;11.863284;12.857819;12.322742
58756;8;1;148,018,721.74;$12,649.26;$1,872,326,977,205.74;317;9.57978;11.475557;12.383719;12.366383
58756;8;4;3,291,534.27;$13,158.80;$43,312,645,321.70;5;11.01323;12.933737;13.853745;13.836184
58756;8;2;41,004,417.66;$12,789.84;$524,440,075,716.14;10;9.908932;11.810385;12.721267;12.703879
58756;8;3;31,247,451.76;$12,860.72;$401,864,741,083.05;96;10.073873;11.978174;12.890419;12.873006
58756;8;0;185,057,074.75;$5,535.92;$1,024,461,959,461.82;7541;9.36089;11.252894;12.159247;12.141946
58883;8;1;2,841,597.79;$13,351.01;$37,938,211,667.22;4;10.939542;10.660432;16.5933;16.78178
58883;8;2;937,057.95;$12,833.95;$12,026,154,661.15;12;9.835972;9.559632;15.433645;15.620257
58883;8;0;21,090,954.26;$40,673.53;$857,843,577,775.76;4271;9.288302;9.013333;14.858138;15.043823
58897;8;0;13,041,573.06;$17,606.01;$229,610,123,660.37;878;9.467014;1.946156;15.512062;17.51578
58897;8;1;1,369,079.19;$12,345.65;$16,902,173,101.43;3;11.120949;3.486761;17.257076;19.290977
58918;8;0;1,717,406.38;$23,925.33;$41,089,516,544.48;300;-1.410611;18.74353;22.992971;1.489281
58918;8;1;126,776.64;$11,280.39;$1,430,090,409.59;1;0.581048;21.14114;25.476158;3.53941
58921;8;0;2,319,114.26;$15,326.82;$35,544,653,215.87;184;5.153461;18.778791;17.807653;10.946945
58921;8;1;114,354.10;$10,699.99;$1,223,587,841.39;1;6.7424;20.573013;19.587255;12.623184
58927;8;0;542,881.08;$18,062.56;$9,805,820,654.28;2;10.775055;9.224461;15.229372;15.022295
58928;8;0;229,219.10;$18,416.75;$4,221,470,368.39;2;7.068473;9.877838;17.495861;12.548526
59105;8;1;372,380.48;$14,797.85;$5,510,431,204.99;2;1.554663;37.933983;64.873764;29.700287
59105;8;0;4,182,176.97;$16,526.86;$69,118,242,768.46;1527;-0.456224;35.204895;61.61329;27.133703
59105;8;2;51,984.97;$12,217.35;$635,118,428.77;2;0.745494;36.83582;63.561775;0
67066;8;17;1,136,079.94;$14,304.19;$16,250,697,726.62;119;4.773928;13.002988;17.820002;14.511797
67066;8;18;88,418.35;$11,543.69;$1,020,674,238.04;1;6.357148;14.710198;19.599783;16.24174
83314;8;0;7,712,980.51;$15,815.07;$121,981,312,743.49;304;11.795167;13.228591;14.567323;14.908382
93197;5;6;7,919,562.55;$6,729.96;$53,298,313,891.20;54;9.770427;12.364344;13.461307;13.565811
93197;5;4;47,148,035.07;$6,520.08;$307,408,760,703.89;32;9.277694;11.859998;12.952051;13.056087
93197;5;7;9,967,251.21;$15,661.16;$156,098,709,661.99;29;10.707203;13.323193;14.429491;14.534884
93197;5;1;74,294,753.08;$6,351.32;$471,869,730,541.09;7756;9.059411;11.636569;12.726447;12.830262
93197;5;5;5,608,501.25;$10,005.06;$56,113,384,904.85;14;9.60594;0;0;0
93198;8;0;2,955,073.80;$11,672.89;$34,494,237,207.62;238;0.659471;-6.032457;3.336625;-15.04377
93223;8;0;628,342.17;$15,409.62;$9,682,513,191.47;286;3.942363;12.675764;22.021992;11.571108
93229;8;1;27,804.24;$14,260.72;$396,508,380.29;1;14.789317;15.01223;15.924923;16.86589
93229;8;0;3,526,098.04;$29,525.69;$104,110,467,508.85;868;12.517123;12.735637;13.630313;14.552705
99106;8;0;373,377.19;$10,467.73;$3,908,410,750.46;68;-2.350868;3.964113;10.815064;0.118503
109932;8;1;4,841,348.60;$12,264.82;$59,378,282,819.17;312;9.067164;12.374137;13.100653;13.737353
110574;8;2;251,748.94;$8,266.80;$2,081,158,221.95;23;-2.964003;4.723075;4.451933;-5.736609
110574;8;1;145,424.71;$5,229.26;$760,463,732.20;3;-1.003638;6.838323;6.561803;-3.832014
112342;8;1;878,557.32;$12,614.53;$11,082,584,495.71;62;11.231953;12.473135;14.035665;14.363032
112342;8;2;50,516.17;$11,631.39;$587,573,337.60;1;12.181164;13.432909;15.008737;15.338889
59501;8;0;59,950,788.19;$34,305.48;$2,056,640,627,924.75;1796;37.627018;33.91131;12.33352;-0.617778
59523;8;0;14,868,345.21;$24,099.01;$358,312,408,609.71;2;-0.513243;-1.772317;159.04845;41.6491
59950;8;0;62,039.39;$120,661.00;$7,485,734,938.08;1;3.694849;-2.729385;1.543779;-10.36166
61112;8;1;10,789,285.60;$130,266.62;$1,405,483,726,218.48;16;22.123962;20.547392;13.616676;15.494978
61112;8;3;426,566.49;$473,447.17;$201,956,695,483.40;3;21.129446;19.626633;13.858053;15.656888
61112;8;2;661,928.67;$298,533.55;$197,607,913,281.49;1;21.615616;20.07674;13.740464;15.578303
71846;8;4;7.735;$4,464,498.35;$34,532,117.90;0;711.3934;758.95856;422.54855;281.6859
71846;8;3;3.46;$64,525,569.14;$223,238,143.66;3;702.476;796.9832;544.62006;651.08075
71846;8;1;2.762;$42,449,108.99;$117,249,363.13;1;642.6629;659.8961;488.50656;327.44962
93231;8;0;5,069,364.95;$8,521.77;$43,199,963,897.47;100;-0.110778;-0.115729;-28.038614;-24.636866
93253;8;0;2,726,268.69;$20,037.66;$54,628,038,221.63;39;11.36151;11.276152;9.432372;-2.047794
102266;8;3;2,253,451.18;$14,631.54;$32,971,450,630.29;6;24.431494;30.084599;17.547537;-34.355568
102266;8;4;426,409.08;$15,221.69;$6,490,668,022.20;3;24.431496;30.084599;22.963346;-67.51718
102266;8;1;10,630,250.14;$14,921.38;$158,618,051,110.76;6;24.431496;30.084599;20.582909;-62.42393
112716;8;1;1,633,546.57;$5,829.66;$9,523,023,150.51;1;17.112888;-56.080624;4.130781;-41.69283
112716;8;0;95,953,992.16;$3,103.90;$297,831,155,650.63;10;15.911047;-51.071518;4.989225;-66.12073
113221;8;1;10,000;$730.48;$7,304,767.69;1;-99.99993;-99.997055;-98.948875;0
2852;8;0;457,237,748.73;$39,165.46;$17,907,926,891,243.27;717901;8.894771;12.056581;13.142941;13.001205
2971;5;2;919,441.95;$46,136.33;$42,419,680,365.02;1914;10.120615;10.535257;15.33694;15.279022
2971;5;5;260,403.62;$47,678.48;$12,415,649,193.80;1004;10.285867;10.689301;15.568012;15.584812
2971;5;4;1,090,950.48;$46,423.34;$50,645,562,987.58;2917;10.23076;10.61606;15.416454;15.370518
2971;5;1;29,054,263.24;$45,155.75;$1,311,966,938,768.15;18866;10.065582;10.422214;15.187239;15.144352
2971;5;3;2,633,802.34;$46,038.76;$121,257,003,531.37;3458;10.175674;10.535195;15.306765;15.278872
3049;8;0;22,931,525.80;$29,392.79;$674,021,504,957.54;374693;10.016128;7.824125;16.050024;15.742444
3078;8;0;5,765,814.52;$18,218.48;$105,044,352,253.21;3393;5.787601;13.798638;22.935661;17.510445
3644;5;1;648,334.08;$66,343.17;$43,012,538,735.68;4985;-1.893257;78.231865;72.51449;39.129375
3814;5;1;15,935,234.21;$35,990.01;$573,509,309,486.01;7430;11.123638;0;0;0
3814;5;2;0;$10,000.00;$0.01;2;0;0;0;0
3895;8;0;74,701,036.54;$20,806.01;$1,554,230,572,688.07;5862;9.658907;12.201398;13.210753;13.019086
104377;5;1;16,183,031.05;$10,224.47;$165,462,994,383.95;1928;6.08351;4.679355;5.958987;4.208993
104377;5;2;2,459,597.42;$10,331.33;$25,410,915,788.24;2;6.615166;5.20401;6.490023;4.732707
105973;8;0;4,224,311.11;$10,420.45;$44,019,210,616.11;305;9.091215;11.181248;13.028251;-6.192306
111884;8;0;0;$10,000.00;$0.00;0;0;0;0;0
85697;5;1;22,333,989.62;$13,295.74;$296,946,891,535.94;2380;9.878719;20.215118;-0.645614;2.838168
85697;5;2;13,243,667.68;$13,582.63;$179,883,813,809.00;78;9.878719;20.545053;-0.345802;3.147569
2713;8;0;71,390,580.04;$48,197.13;$3,440,820,719,753.88;4;20.003613;14.393099;1.649001;6.839646
13263;8;0;101,135.38;$23,690.34;$2,395,931,414.01;12;-7.378989;-7.856344;12461.459;710.33655
28080;8;2;4,603,822.44;$3,009.96;$13,857,307,108.66;8;-1.185494;-1.061982;-25.145227;-11.136991
28133;8;1;3,585,965.00;$6,054.19;$21,710,107,327.26;4;-0.60418;336.2985;-19.477371;-10.954244
32436;8;0;23,249,377.19;$2,686.55;$62,460,715,315.75;12;-0.281298;-21.141333;-7.832616;-7.873593
67539;8;0;187,517,358.86;$13,662.54;$2,561,964,027,031.34;8;21.72361;9.817731;2.4115;0.885133
69940;8;0;308,462,320.17;$3,152.58;$972,451,784,888.52;16;21.537313;20.117931;6.25601;8.682927
79146;8;1;3,187,058.13;$2,078.33;$6,623,765,210.87;2;110.05206;-71.724236;-60.570484;-83.5422
92656;8;2;2,749,298.94;$16,213.15;$44,574,800,423.43;5;-0.535476;-1.622724;10.919784;-0.842502
95754;8;3;28,243,924.75;$16,631.82;$469,747,889,547.77;39;1.557548;1.03097;-15.254549;-8.377259
103702;8;0;23,047,756.76;$46,629.15;$1,074,697,219,741.24;18;20.74395;20.01939;6.452598;2382.0793
106310;8;1;49,730,230.96;$16,035.79;$797,463,379,811.47;2;-0.058389;-4.687879;-7.464654;7.618429
106313;8;2;47,285,902.64;$11,738.75;$555,077,263,996.41;2;-0.083871;10.220043;9.266317;11.720653
106315;8;3;4,098,886.51;$17,894.43;$73,347,253,203.17;2;-1.886936;-16.544992;-5.999051;-25.714733
114017;8;4;53,108,767.45;$11,863.99;$630,081,909,552.67;2;-0.059218;-2.894602;41.887497;0
11014;5;5;2,642,988.83;$246,626.91;$651,832,157,222.56;5763;8.067379;9.155986;11.657699;10.306887
54573;5;1;538,253.70;$80,751.72;$43,464,913,072.26;1265;8.319968;8.317594;11.386914;10.228547
54576;5;2;169,633.63;$22,844.72;$3,875,233,343.26;236;14.84356;13.532486;14.235145;13.334803
54577;5;3;87,608.82;$21,664.77;$1,898,024,957.45;48;11.738736;11.891484;11.890645;11.498013
99740;5;4;6,970,720.09;$12,734.79;$88,770,652,520.16;186;10.796439;12.357977;13.769534;12.413334
10440;8;0;17,803,865.76;$21,966.87;$391,094,734,084.64;2336;9.202844;11.463901;12.641061;12.404767
58134;8;0;4,295,473.51;$73,549.81;$315,931,273,457.00;1345;9.874085;11.991103;12.788028;12.504654
88966;8;0;416,226.68;$11,660.63;$4,853,454,180.63;2;11.595595;10.366266;5.768417;6.468357
11714;5;32;159,656.82;$223,949.36;$35,755,043,849.84;3;8.931799;11.732181;12.021706;12.371711
11714;5;36;836,154.61;$218,376.11;$182,596,189,313.39;3208;8.397915;11.184611;11.473175;11.821242
11714;5;35;141,346.52;$223,950.22;$31,654,585,004.45;6;8.931799;11.732181;12.022163;12.371939
11714;5;31;25,036.68;$218,356.26;$5,466,914,724.35;446;8.397915;11.184611;11.452258;11.810808
11714;5;33;993,027.66;$10,998.71;$10,922,026,261.03;2;9.688108;12.507879;12.799869;0
11714;5;34;27,115.79;$232,040.18;$6,291,952,157.60;8;9.688108;12.507879;12.799869;13.152067
11714;5;30;50.043;$208,756.43;$10,446,782.69;4;7.450018;10.212347;10.498372;10.843412
36570;5;20;0;$10,000.00;$0.00;0;0;0;0;0
36570;5;23;884,347.61;$15,355.98;$13,577,704,534.19;32;6.751594;8.922367;9.110489;9.83168
36570;5;25;129,753.26;$16,474.05;$2,137,562,014.18;1;8.223826;10.424452;10.615162;11.34627
36570;5;27;802,213.20;$17,068.50;$13,692,578,524.58;8;8.975233;11.191096;11.383126;12.119297
36570;5;26;0;$10,000.00;$0.00;0;0;0;0;0
36570;5;24;8,398.87;$16,061.15;$134,895,502.15;9;7.693403;9.883274;10.07305;10.800585
36570;5;22;3,065,527.35;$12,244.51;$37,535,866,600.10;4;8.223825;10.424452;10.613731;11.345554
36570;5;21;1,956,634.71;$16,063.65;$31,430,691,694.45;123;7.693402;9.883273;10.075585;10.801855
115232;5;52;3,416.46;$9,155.42;$31,279,101.70;2;4.860467;6.147155;-15.216168;0
115232;5;54;3,958,825.60;$10,222.67;$40,469,766,647.97;2;8.476018;9.806948;0;0
73579;8;0;565,362.22;$6,341.70;$3,585,355,335.32;15;1.47392;-9.074753;-12.459345;-10.968306
73581;8;0;457,930.94;$4,001.62;$1,832,465,238.87;10;6.312691;-4.651453;-15.271962;-8.598159
73583;8;0;332,618.04;$10,129.52;$3,369,260,991.66;4;5.040858;-2.030451;-23.272682;-11.513937
73585;8;0;1,077,728.44;$15,874.73;$17,108,646,637.23;30;-0.399388;-0.985762;-2.2147;-1.864565
73586;8;0;743,826.44;$6,687.05;$4,974,001,919.11;13;0.043479;-1.462588;-5.017751;-4.406627
73587;8;0;979,795.65;$9,414.83;$9,224,610,353.48;17;4.771035;4.112283;-10.91627;-4.387367
73588;8;0;662,435.08;$1,502.03;$994,998,751.12;4;-6.631054;-10.995419;-30.904688;-28.439865
73589;8;0;1,260,323.19;$6,948.37;$8,757,190,352.19;2;4.293856;3.185864;-0.492221;1.359223
73590;8;0;521,908.49;$4,219.87;$2,202,385,538.93;7;2.487872;-0.28662;-5.889143;-4.411498
73591;8;0;852,671.53;$204.22;$174,136,708.05;12;-33.525898;-37.040504;-94.66476;-79.18333
73592;8;0;359,089.93;$4,517.66;$1,622,244,920.99;3;21.53465;17.56439;8.696266;11.15875
73593;8;0;699,145.12;$7,753.48;$5,420,808,543.63;15;7.185885;9.730559;-5.351728;7.877221
77640;5;6;1,100,602.43;$19,068.94;$20,987,326,734.69;1;6.725686;14.057496;1.237282;6.192695
77640;5;5;70,273.91;$10,561.43;$742,193,138.44;1;6.943869;15.304931;2.287331;7.390185
77640;5;1;6,677,360.74;$19,198.95;$128,198,301,032.94;88;6.661763;13.694309;0.932296;6.00539
69536;7;19;20,878.28;$17,683.88;$369,209,066.65;7;8.380945;11.169506;11.078397;11.057715
69536;7;24;216,036.64;$17,027.05;$3,678,466,297.20;25;7.531036;10.295365;10.207009;10.186683
69536;4;22;1,254.53;$18,023.09;$22,610,428.19;2;8.810919;11.608078;11.518672;11.498106
69536;5;16;251,250.54;$17,434.43;$4,380,410,208.27;357;8.060662;10.841008;10.750168;10.729546
69536;7;23;42,361.31;$2,128.03;$90,146,073.20;2;7.63655;10.403585;10.315137;10.29479
69537;5;2;1,108,926.02;$16,673.52;$18,489,705,335.96;556;9.230492;11.829129;12.41927;12.502704
69537;7;6;4,274,468.91;$10,542.60;$45,064,015,548.39;2;9.771121;12.382584;0;0
69537;4;8;2,942,429.95;$17,275.87;$50,833,027,254.93;22;9.98887;12.605499;13.199725;13.283737
69537;7;10;20,308,781.70;$16,123.93;$327,457,326,723.38;1208;8.165013;10.738372;11.322772;11.405396
69537;5;4;5,966,317.61;$12,806.62;$76,408,336,142.80;1;9.98887;12.605499;13.199725;13.283737
69537;7;5;179,585.68;$16,928.55;$3,040,125,166.80;19;9.55423;12.160547;12.752432;12.836114
69537;7;7;8,579,181.09;$12,727.28;$109,189,624,533.96;1;9.98887;12.605499;13.199725;13.283737
69537;7;12;27,221,388.07;$16,673.11;$453,865,090,534.81;12;9.230492;11.829129;12.41927;12.502704
69537;7;11;3,629,029.61;$16,423.07;$59,599,814,072.55;9;8.908657;11.499658;12.088065;12.171255
69537;7;14;12,558,473.33;$12,762.57;$160,278,417,432.55;3;9.771121;12.382584;12.975637;13.059484
69537;7;13;18,999.79;$13,014.98;$247,281,987.49;3;10.207477;12.829294;13.4247;13.508878
69537;7;9;12,704.67;$16,154.92;$205,242,958.74;2;8.801798;11.390263;11.978094;12.061202
69537;7;15;45,814.42;$12,381.75;$567,262,821.57;3;8.908658;11.499658;12.088065;12.171255
69537;5;3;949,834.97;$10,848.54;$10,304,324,423.75;2;9.662568;12.271456;12.863925;0
82718;8;0;293,452.14;$13,218.05;$3,878,863,785.23;24;7.662016;11.360074;10.972902;10.982445
110777;7;45;452,302.83;$11,536.92;$5,218,181,449.85;11;7.780591;13.188612;10.673312;10.917037
117825;7;59;46,659,846.23;$10,276.15;$479,483,615,878.89;2;9.085592;10.746333;0;0
117825;7;61;23,416,596.78;$10,186.76;$238,539,189,987.35;1;9.625505;11.294444;0;0
13534;5;1;4,336,701.28;$1,089.34;$4,724,145,049.61;6;-5.16244;-37.993767;-45.81652;-33.948833
11149;7;1;232,023.49;$22,950.18;$5,324,981,519.07;10;8.767089;11.342348;11.394007;11.100039
11149;7;2;3,681,666.49;$23,400.29;$86,152,063,219.09;88;9.193969;11.779307;11.831168;11.536049
11149;7;8;5,601,902.10;$13,782.92;$77,210,557,453.34;3;11.26815;13.90246;13.955304;13.654594
11149;4;5;6,257,523.92;$24,383.09;$152,577,760,937.01;28;10.549775;13.167124;13.219627;12.920853
11149;7;3;15,158,180.09;$23,627.30;$358,146,904,497.07;13;9.408665;11.999072;12.051035;11.755335
11149;5;9;159.707;$11,267.79;$1,799,549.58;1;10.275875;12.886824;12.939191;12.641155
11149;5;10;485,450.81;$12,128.00;$5,887,549,138.11;9;8.660889;11.23364;11.285249;10.991566
11149;5;6;228,313.84;$23,418.75;$5,346,824,324.95;234;9.516329;12.109277;12.161292;11.865303
11149;5;4;1,571,595.72;$23,819.08;$37,433,964,427.26;95;9.949106;12.552273;12.604492;12.307337
62633;8;0;1,336,540.50;$16,264.80;$21,738,564,314.34;68;10.460644;11.995721;14.217924;12.94061
11207;8;0;243,420.63;$4,354.07;$1,059,869,436.69;4;0.00969;-70.42579;-75.477646;-8.046803
86956;8;0;9,208,970.77;$10,710.86;$98,635,984,081.90;6;3.776189;5.214652;2.905295;-5.382323
100352;8;0;16,635,456.89;$11,456.24;$190,579,721,000.77;2;6.240377;0.118927;-2.248046;4.699296
9792;8;0;3,908,812.48;$23,814.02;$93,084,551,955.20;4272;9.39885;9.963085;14.34475;12.597716
10025;8;0;29,143,819.04;$27,204.80;$792,907,284,855.42;89061;9.143077;11.252339;12.168222;12.190374
10026;5;3;32,276,437.34;$10,443.30;$337,046,929,972.96;259;9.820636;11.927681;12.671618;12.627317
10026;5;2;124,075,108.48;$10,251.28;$1,271,769,588,071.04;5518;9.549399;11.650638;12.392598;12.348368
10026;5;7;21,233,398.13;$11,875.53;$252,157,936,103.67;2;9.549401;11.650134;12.391729;12.347193
10026;5;1;133,817,150.74;$10,095.61;$1,350,595,332,800.66;102865;9.225676;11.319995;12.059057;12.015178
10026;5;5;16,782,935.40;$10,127.97;$169,977,085,589.40;7;9.333373;11.429121;12.171982;12.138177
10026;5;4;270,249,309.08;$10,098.03;$2,729,622,549,300.17;14899;9.225675;11.322099;12.067103;12.024644
10026;5;8;10,564,679.23;$10,539.62;$111,347,726,754.23;33;9.766279;11.872013;12.615142;12.571435
32814;5;4;607,775.90;$10,141.05;$6,163,484,513.31;1;9.206631;11.639216;0;0
32814;5;6;1,535,499.40;$10,057.48;$15,443,249,933.89;1;9.639898;0;0;0
32814;5;3;1,268,498.48;$11,374.55;$14,428,605,292.00;3;9.098849;11.528614;12.132935;11.834011
32814;5;2;3,703,443.23;$19,010.06;$70,408,675,503.56;199;8.883919;11.30809;11.913842;11.619359
32814;5;1;44,103,409.43;$19,009.53;$838,385,144,934.99;372;8.883919;11.308072;11.91211;11.613836
65875;8;0;517,362.83;$131,989.37;$68,286,394,412.02;3716;0.182104;30.959969;47.73292;24.206758
53962;8;0;7,410,407.29;$27,203.78;$201,591,086,826.77;809;11.720757;12.163262;13.004231;13.174221
53962;8;2;411,600.99;$12,865.04;$5,295,261,935.01;3;14.847977;15.525389;16.275879;16.42314
53962;8;1;729,087.06;$12,464.49;$9,087,695,831.50;5;12.928834;13.368461;14.238098;14.401492
53970;8;0;247,150.51;$21,110.56;$5,217,484,745.14;11;11.595474;12.145714;11.921669;11.306909
53970;8;1;15,625,555.23;$13,004.59;$203,203,889,173.14;1;12.250476;12.803937;12.578581;11.960222
95409;5;4;6,861,287.58;$10,909.99;$74,856,601,401.23;1;12.592626;13.211309;12.931615;0
95409;5;3;844,739.57;$13,082.65;$11,051,430,349.84;39;11.381088;11.993132;11.71644;11.675963
95409;5;1;3,254,892.72;$14,016.20;$45,621,218,013.41;102;11.381089;11.993132;11.71644;11.675963
101471;5;3;453,017.63;$12,374.50;$5,605,866,529.37;42;8.792134;12.129086;16.761616;15.088784
101471;5;1;1,512,149.04;$12,771.85;$19,312,937,725.12;5;10.423636;13.810491;18.512293;16.819212
106749;5;2;359,149.08;$12,252.19;$4,400,364,044.16;29;12.991574;13.080239;13.190887;12.998616
106749;5;1;533,253.48;$12,252.19;$6,533,524,893.63;20;12.991577;13.080239;13.190886;12.998616
106785;5;2;5,288,132.98;$12,922.00;$68,333,231,973.45;3;16.364145;16.537539;16.539873;16.346775
108529;5;1;1,332,525.86;$11,885.27;$15,837,423,384.78;97;8.930243;11.388728;11.505165;11.166994
108529;5;4;474,385.62;$12,074.85;$5,728,137,327.41;9;10.346003;12.836351;12.954296;12.615729
117765;8;0;9,481,975.22;$10,447.63;$99,064,127,967.77;440;18.375767;16.705973;0;0
29133;5;8;209,009.23;$16,889.62;$3,530,085,593.00;8;7.96571;10.036408;11.409918;11.400991
29133;5;1;2,054,082.58;$17,661.65;$36,278,494,823.86;1740;9.029231;11.120287;12.507688;12.501525
29133;5;2;3,221,875.91;$17,842.60;$57,486,645,322.70;6;9.244448;11.339603;12.77289;12.741958
29133;5;5;384,123.28;$12,723.11;$4,887,241,576.78;1;9.244448;11.980091;12.822389;12.793046
29133;5;7;21,848,535.63;$17,252.60;$376,944,068,027.51;7823;8.494871;10.586737;11.973387;11.970975
29133;5;10;8,660,152.43;$17,492.35;$151,486,403,678.66;14;8.814859;10.902003;12.293415;12.280772
29133;5;11;7,042,469.83;$12,190.60;$85,851,933,502.34;2;9.029231;11.120429;12.506657;12.497951
29133;5;6;11,818,072.59;$16,907.18;$199,810,272,507.01;6717;7.96571;9.711278;11.385377;11.44161
29133;5;13;604,160.49;$12,806.66;$7,737,279,379.14;3;9.244448;11.341141;12.867416;13.150149
29133;5;3;97.371;$13,675.59;$1,331,601.87;1;9.565434;11.66821;13.060562;13.052375
29133;5;12;13,324,176.44;$12,496.71;$166,508,431,325.52;2;9.244448;11.339603;12.730353;12.720808
29133;5;9;11,471,613.17;$17,244.84;$197,826,141,477.07;488;8.494871;10.57569;11.955988;11.94703
29133;5;14;9,203,496.59;$12,862.98;$118,384,376,405.01;18;9.731797;11.836273;13.246901;13.237122
80574;8;0;2,974,803.46;$49,909.33;$148,470,450,069.78;2;-0.21326;7.806564;-27.90476;-31.93839
96092;8;0;181,204,703.10;$12,912.23;$2,339,756,212,011.69;5;0.485359;-0.600026;2.425106;-15.529181
71197;5;1;1,822,500.19;$14,175.62;$25,740,091,845.55;1015;9.402072;11.742653;12.138264;12.35422
71197;5;31;524,811.52;$12,447.52;$6,532,603,575.38;3;9.619091;11.964302;12.385436;12.588378
71197;5;36;8,453,226.10;$12,244.04;$103,501,622,877.49;76;8.756128;11.082927;11.475912;11.689733
71197;5;2;1,077,773.36;$13,749.08;$14,818,197,977.34;593;8.863256;11.192371;11.593077;11.807558
71197;5;30;927,089.93;$11,915.25;$11,046,508,029.54;7;9.619091;11.964302;12.360396;12.575904
71197;5;26;567,127.15;$13,713.95;$7,777,552,793.91;3;10.495823;12.859738;13.258991;13.476218
71197;5;35;1,975,983.92;$12,531.60;$24,762,231,700.67;65;9.64084;11.986515;12.382688;12.599441
71197;5;37;429,007.51;$12,150.64;$5,212,716,229.11;105;8.5425;10.864742;11.259492;11.47358
76989;5;1;1,379,197.34;$17,070.48;$23,541,865,315.65;345;-3.719785;11.789901;11.672979;11.660113
76989;5;28;163,189.91;$13,409.79;$2,188,341,809.62;1;-1.890269;13.913254;13.794118;13.781009
