Cód. Negocio;Tipo Part. <sup>1<sup/>;Cons. id Part.;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
58564;5;2;10,221,692.22;$18,281.32;$186,866,034,339.00;19;10.809431;12.695717;14.710614;14.308482
58699;4;5;34,570.63;$12,647.80;$437,242,502.29;2;-0.667917;159.8436;0;0
58699;4;3;446,829.35;$15,309.64;$6,840,798,264.37;42;-1.304699;158.17555;57.68096;38.10236
58699;4;4;48,009.97;$14,582.94;$700,126,637.60;3;0.077087;161.79347;59.894268;40.21365
58699;5;1;242,493.67;$26,157.99;$6,343,146,293.22;162;-1.885311;156.65515;56.750458;37.17635
58877;4;1;7,979,427.27;$21,224.59;$169,360,066,193.29;9;1.226545;12.792866;23.390968;19.606585
58877;5;2;4,523,789.39;$18,752.83;$84,833,850,752.78;49;0.224309;11.671312;22.163568;18.416348
58877;4;2;4,328,291.80;$20,114.79;$87,062,700,164.14;47;0.522894;12.006029;22.529976;18.77196
58877;5;1;7,355,425.25;$18,575.69;$136,632,117,545.40;1050;-0.269425;11.118963;21.560183;17.831657
58877;4;3;22,041,180.59;$19,097.43;$420,929,909,362.27;35;0.72294;12.230032;22.774746;19.008442
60200;5;1;134,728.92;$27,214.00;$3,666,512,925.83;263;15.732493;15.750148;16.964312;17.466988
60200;4;1;97.215;$6,148,440.55;$597,721,570.91;1;66.95378;31.038586;27.864775;14.307627
60273;5;15;14,559,310.71;$12,832.31;$186,829,554,578.54;337;15.708948;16.589445;17.644571;17.6513
71258;5;2;145,053.68;$15,651.88;$2,270,362,735.80;4;-1.54403;8.633395;27.631353;2.306737
71258;4;3;412,373.51;$19,047.97;$7,854,876,960.49;2;0.031333;10.377528;29.680656;3.95057
71258;4;2;1,697,777.79;$15,624.97;$26,527,730,499.27;12;-0.959105;9.28071;28.392475;2.917312
71258;5;1;216,811.27;$21,411.45;$4,642,243,264.95;70;-1.93017;8.205901;27.129301;1.904196
71259;4;3;435,642.29;$12,610.32;$5,493,588,099.18;1;0.106599;-12.516581;3.485361;-11.319288
71259;5;1;358,756.72;$12,505.00;$4,486,251,005.01;57;-1.615212;-14.02836;1.698149;-12.851393
71259;5;2;442,833.10;$12,884.70;$5,705,769,477.03;15;-1.178127;-13.643855;2.152069;-12.46233
71259;4;2;933,754.84;$13,358.25;$12,473,332,638.82;13;-0.638624;-13.170424;2.711929;-11.982426
93624;4;3;415,007.23;$9,093.34;$3,773,800,799.27;3;-0.867381;-0.962046;7.431255;-12.091649
93624;5;2;124,462.10;$9,199.12;$1,144,941,860.24;3;-1.452853;-1.549099;6.794384;-12.613089
93624;5;1;153,002.51;$9,066.67;$1,387,223,538.34;41;-1.839346;-1.936938;6.373577;-12.957567
93624;4;1;292,787.39;$9,754.81;$2,856,086,246.03;2;0.12397;0.032015;8.509673;-11.208668
100095;4;1;602,655.82;$13,591.51;$8,191,005,480.42;34;2.973969;7.348695;23.15724;18.11441
100095;4;3;1,155,218.93;$13,736.16;$15,868,274,382.12;9;3.381767;7.775751;23.646622;18.584114
100095;5;1;412,760.44;$13,384.95;$5,524,778,147.62;79;2.368257;6.714822;22.43027;17.417233
100095;4;2;533,824.90;$10,815.33;$5,773,489,888.63;3;4.415489;8.857694;0;0
100095;5;2;296,218.98;$13,523.85;$4,006,022,344.60;9;2.771275;7.13738;22.914688;17.880938
107024;4;1;1,904,630.55;$10,101.88;$19,240,352,438.55;7;6.71623;-20.16549;-7.318759;-15.603566
107024;5;1;1,025,480.59;$9,968.04;$10,222,027,479.59;99;5.927797;-20.75794;-8.006454;-16.228937
108638;4;5;3,573,166.32;$13,469.82;$48,129,922,799.94;5;5.203533;8.423485;26.132769;22.359133
108638;4;4;956,776.37;$14,499.62;$13,872,891,823.27;7;4.943154;8.153846;25.819618;22.055286
108638;4;3;1,901,601.22;$14,870.22;$28,277,236,617.02;4;5.992449;9.23957;27.081821;23.27993
108638;4;1;3,529,357.69;$14,862.48;$52,454,993,112.04;43;4.943158;8.154161;25.81948;22.054644
108638;4;2;2,044,744.73;$14,706.02;$30,070,056,303.85;183;3.914383;7.090041;24.994982;21.352585
60348;4;2;104,198,330.68;$11,484.91;$1,196,708,963,738.56;1286;-3.012317;42.616398;7.979454;4.051581
85000;4;1;1,305,479.75;$8,008.28;$10,454,647,086.78;19;-0.119834;-24.408371;-8.476504;-16.743193
87268;4;6;4,997,323.07;$12,674.97;$63,340,922,313.81;4;13.939476;15.880881;17.280172;17.589617
10824;5;1;6,654,320.54;$21,476.86;$142,913,882,965.90;12171;3.963856;9.975706;11.318902;11.254717
10824;5;7;14,821,255.72;$13,356.10;$197,954,141,115.03;5;7.13441;13.875137;15.637679;15.483797
10824;5;3;30,362,745.27;$21,821.22;$662,552,083,308.63;1578;4.166016;10.17521;11.531894;11.458971
10824;5;5;11,461,488.72;$24,862.41;$284,960,277,220.17;2;6.601497;12.489079;13.775646;13.72846
10824;5;2;13,944,590.89;$21,690.63;$302,466,985,739.68;2882;4.064838;10.074926;11.402925;11.344329
10824;5;6;16,435,487.28;$22,257.69;$365,816,045,340.90;480;4.623755;10.627717;11.967181;11.894912
10824;5;4;40,689,194.05;$21,949.20;$893,095,121,820.83;303;4.26739;10.27536;11.627178;11.555371
10936;5;1;6,498,950.76;$172,901.63;$1,123,429,152,071.07;81134;7.60985;9.408581;12.140474;11.08655
10936;5;3;4,648,806.77;$178,444.42;$829,553,612,207.47;2020;7.979226;9.809349;12.546297;11.486463
10936;5;7;1,463,149.18;$184,774.79;$270,353,078,855.67;837;8.45787;10.29843;13.037796;12.003221
10936;5;12;10,501,069.48;$12,662.09;$132,965,494,926.03;9;8.994685;11.023143;14.270387;13.081621
10936;5;4;7,704,278.02;$182,812.36;$1,408,437,261,962.72;522;8.351139;10.16105;12.91868;11.862499
10936;5;9;226,668.42;$190,505.73;$43,181,633,090.45;3;8.994685;10.804229;13.537065;12.470977
10936;5;14;10;$10,022.32;$100,223.17;1;9.541252;0;0;0
10936;5;13;30,409,085.20;$11,019.63;$335,096,887,091.92;8;9.265085;11.190793;14.636182;0
10936;5;8;761,692.55;$189,042.73;$143,992,439,211.07;18;8.725617;10.512173;13.25798;12.196081
10936;5;10;3,098,694.50;$220,470.33;$683,170,194,863.92;37;10.084373;12.057495;15.419987;14.223895
10936;5;6;1,628,617.26;$198,404.53;$323,125,046,636.18;83;9.265085;11.217889;14.494617;13.386086
10936;5;2;6,516,999.48;$175,803.79;$1,145,963,239,781.20;12585;7.820612;9.648763;12.381058;11.325603
10936;5;5;4,157,606.07;$193,045.10;$802,605,461,471.52;45;8.994685;11.04616;13.772781;12.701392
18462;5;21;4,818,991.36;$12,602.44;$60,731,051,477.28;28;9.348888;10.944727;12.81865;12.305654
18462;5;15;18,436,767.51;$12,465.95;$229,831,839,617.34;91;8.811126;10.452436;12.285604;11.764253
18462;5;17;14,399,707.65;$12,618.90;$181,708,503,186.41;12;9.402956;11.04019;12.895153;12.377282
18462;5;19;45,312,259.49;$12,701.30;$575,524,528,093.47;7;9.674098;11.279165;13.147191;12.638156
18462;5;12;5,642,467.41;$13,042.86;$73,593,918,916.77;15;10.606091;12.22476;14.052339;13.503826
18462;5;13;8,542,727.82;$12,398.45;$105,916,573,823.15;1435;8.490993;10.143879;12.023118;11.472026
18462;5;11;489,721.17;$13,777.91;$6,747,336,090.33;58;9.674098;11.279165;13.582695;12.847326
18462;5;20;2,050,341.35;$12,531.09;$25,693,006,836.99;428;9.079346;10.669638;12.54239;12.016842
18462;5;16;10,207,169.48;$12,500.99;$127,599,764,563.30;18;8.918256;10.515453;12.381767;11.885812
18462;5;18;19,970,124.08;$12,662.78;$252,877,288,365.52;9;9.56548;11.142187;13.033226;12.51351
18462;5;14;5,542,761.87;$12,417.05;$68,824,767,852.17;89;8.597495;10.186664;12.06181;11.536057
18462;5;22;5,988,177.43;$12,546.51;$75,130,749,849.84;7;9.619762;11.230536;13.100759;12.57974
67403;5;7;152,335.45;$12,422.69;$1,892,416,645.72;285;1.208168;112.4093;54.512142;28.602526
67403;5;8;221,178.73;$12,591.93;$2,785,067,899.22;29;1.45684;112.93012;54.891346;28.952402
67403;5;12;58,318.09;$10,582.91;$617,174,870.35;1;3.232263;116.648735;57.598743;31.187368
67403;5;11;143,167.41;$12,550.66;$1,796,846,058.61;3;2.210222;114.5081;56.04021;29.889372
67403;5;9;406,405.48;$12,914.18;$5,248,391,960.81;11;2.008232;114.08503;55.73219;29.632843
67403;5;3;100,928.21;$11,977.24;$1,208,841,431.54;1;2.718707;115.57311;56.815613;30.535152
67404;5;9;1,032,449.23;$12,730.34;$13,143,433,059.45;1;9.119678;10.764045;16.353197;13.934084
67404;5;3;3,960,386.56;$20,295.29;$80,377,201,166.25;197;8.582249;10.24311;15.82051;13.406193
67404;5;5;1,008,584.43;$17,737.64;$17,889,906,731.10;10;9.390387;11.620148;18.539728;15.844088
67404;5;1;964,834.36;$19,461.10;$18,776,736,844.44;2232;8.050074;9.751249;15.299873;12.890514
67404;5;7;2,522,722.01;$15,866.32;$40,026,309,100.33;59;8.796586;10.450883;16.015352;13.607836
67404;5;2;2,401,169.06;$19,897.60;$47,777,493,659.03;501;8.31551;10.003671;15.55555;13.13975
67404;5;10;3,025,875.95;$13,423.76;$40,618,632,194.56;7;10.210613;12.457046;19.428362;16.712568
67404;5;8;40;$10,015.80;$400,631.88;1;8.588631;0;0;0
67404;5;4;4,456,626.05;$20,825.33;$92,810,716,595.31;41;8.796586;10.450882;16.035404;13.617654
67404;5;6;17,104.17;$16,830.15;$287,865,688.74;17;9.119682;10.764047;16.35321;13.93409
73723;5;1;168,495.44;$12,235.12;$2,061,561,680.24;15;5.604543;-12.446854;2.369108;-13.84493
73723;5;6;913,485.72;$13,273.48;$12,125,130,793.85;1;7.073992;-11.227948;3.800238;-12.642657
73723;5;7;3,273,204.09;$13,524.83;$44,269,515,675.43;10;6.861579;-11.404145;3.594293;-12.816058
91394;5;8;5,704.83;$9,483.84;$54,103,651.27;1;259.7045;10.823422;92.57894;68.1502
91394;5;6;57,812.05;$8,345.24;$482,455,564.67;1;257.92114;10.272173;91.62244;67.31448
91394;5;2;40,715.24;$7,944.05;$323,443,729.63;3;257.92114;10.272172;91.625336;67.31575
91394;5;1;26,959.63;$7,881.78;$212,489,778.44;16;257.92117;10.272174;91.6198;67.31314
91394;5;7;28,521.35;$8,208.55;$234,118,976.96;1;259.7045;10.823555;92.5789;68.15016
96832;5;5;314,194.67;$11,072.18;$3,478,820,800.44;10;-9.159917;-16.736506;1.253192;-11.263094
96832;5;2;146,471.65;$9,815.34;$1,437,668,587.12;1;-9.78659;-17.311049;0.554876;-11.87531
96832;5;6;249,644.77;$11,140.08;$2,781,062,215.28;1;-8.97927;-16.570885;1.454491;-11.086614
96832;5;1;235,258.71;$10,672.62;$2,510,827,946.40;26;-9.964059;-17.473757;0.357117;-12.048685
96832;5;7;4,631.48;$11,602.21;$53,735,465.62;1;-8.432996;-16.07006;2.06321;-10.553743
97466;5;4;1,236,175.00;$13,044.23;$16,124,948,452.23;9;8.620982;11.688039;13.025536;13.034807
97466;5;1;489,212.55;$12,846.69;$6,284,762,351.66;273;7.933947;11.041667;11.472147;12.019859
97466;5;3;2,897,762.55;$12,998.22;$37,665,769,424.18;99;8.302808;11.401261;12.738107;12.755629
97466;5;2;1,935,248.25;$12,967.25;$25,094,844,746.27;244;8.144417;11.250674;12.819179;12.726658
97466;5;5;649,329.72;$13,724.68;$8,911,843,978.57;3;10.9015;14.291986;16.236088;16.405155
97466;5;6;936,887.03;$13,084.75;$12,258,928,423.16;9;8.620982;11.688039;13.025536;13.034807
97466;5;7;1,828,880.11;$14,108.82;$25,803,334,715.53;1;10.3499;13.723569;15.658029;15.826259
97588;5;2;500,000;$17,383.64;$8,691,820,960.81;1;21.252998;21.142279;23.73317;27.061499
97588;5;4;1,309,263.20;$16,632.42;$21,776,213,580.25;1;19.461948;19.35286;21.905584;25.184889
97588;5;3;390,045.37;$15,916.83;$6,208,285,499.24;4;17.722914;17.615408;20.131075;23.362776
97588;5;1;2,380,862.99;$15,926.06;$37,917,773,843.48;111;17.722914;17.615408;20.131075;23.362776
101366;5;9;353,974.41;$12,042.34;$4,262,680,779.33;1;20.47513;10.415404;20.83608;15.626903
101366;5;1;24,389.28;$11,418.05;$278,478,066.18;17;17.825262;7.986228;18.178295;13.083391
101366;5;7;172,989.09;$12,329.47;$2,132,863,893.74;5;19.578732;9.593657;19.937002;14.766479
101366;5;2;14,447.92;$11,484.00;$165,919,881.75;2;18.113947;8.250859;18.467833;13.360478
101366;5;3;66,539.66;$11,519.70;$766,516,915.31;3;18.404028;8.516787;18.758787;13.638922
102610;5;4;1,505,971.35;$14,872.57;$22,397,671,222.55;1;19.040297;19.106915;22.612984;25.230875
102610;5;1;2,533,603.40;$14,246.66;$36,095,393,659.95;105;16.7519;16.81722;20.25607;22.823772
102610;5;3;235,313.29;$14,399.09;$3,388,296,377.79;5;17.315731;17.381388;20.836796;23.41687
107463;5;1;96,774.84;$12,386.14;$1,198,666,866.39;41;8.924731;11.377902;15.505911;12.724604
107463;5;2;154,710.75;$12,436.43;$1,924,049,366.38;11;9.194289;11.653515;15.791759;13.003565
107463;5;6;614,717.84;$12,623.71;$7,760,021,940.69;1;10.285968;12.769712;16.94921;14.13322
107463;5;3;173,767.21;$12,086.37;$2,100,213,965.76;2;9.465183;11.930493;16.078974;13.283882
108387;5;5;107,608.07;$12,416.87;$1,336,154,965.19;1;14.606123;16.813728;18.977125;20.162897
108387;5;3;50,038.87;$11,398.84;$570,384,997.40;1;13.769831;15.961372;18.109026;0
108387;5;6;200,000;$12,169.77;$2,433,954,251.56;1;16.89738;19.148998;21.355524;0
108387;5;2;84,608.57;$11,912.21;$1,007,874,810.97;4;13.493766;15.680004;17.82246;18.996758
108387;5;7;529,218.34;$13,229.21;$7,001,141,375.97;1;16.89738;19.148998;21.355524;22.564934
