Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
21002;292,787.389;$9,919.80;$2,904,392,979.91;2;0.45923;49.931705;10.219421;-8.88344
21003;415,007.231;$9,252.69;$3,839,933,544.96;3;-0.535437;48.443027;9.124032;-9.789482
21004;153,002.512;$9,231.04;$1,412,372,675.92;41;-1.510644;46.98301;8.049707;-10.678016
21005;533,824.904;$10,751.11;$5,739,208,893.77;3;7.274181;3.236452;0.0;0.0
21006;296,218.98;$13,456.49;$3,986,066,959.04;9;5.585076;1.604328;21.613064;18.585897
21007;445,778.763;$13,321.46;$5,938,422,080.15;82;5.171057;1.204022;21.133821;18.119516
21008;586,121.919;$13,522.20;$7,925,660,587.22;32;5.793306;1.805146;21.853212;18.820831
21009;1,163,290.223;$13,662.84;$15,893,846,059.68;9;6.212239;2.21002;22.337345;19.293295
21010;1,072,047.248;$10,109.55;$10,837,916,045.40;102;6.199624;-4.168688;-3.551834;-16.793823
21011;2,161,848.965;$10,240.69;$22,138,827,134.04;7;6.990081;-3.452281;-2.830794;-16.172226
21012;3,589,107.94;$14,841.20;$53,266,681,160.72;41;18.769157;11.436083;22.536654;23.760115
21013;3,649,372.426;$13,448.53;$49,078,679,238.80;5;19.06374;11.71412;22.841888;24.06897
21014;2,049,729.822;$14,693.74;$30,118,197,905.54;181;17.605238;10.33954;21.805151;23.084866
21015;1,895,612.685;$14,839.99;$28,130,875,585.63;4;19.956287;12.554882;23.766266;25.0025
21016;994,877.269;$14,478.87;$14,404,697,266.69;7;18.76916;11.435106;22.5369;23.75886
21017;104,198,330.676;$11,136.20;$1,160,373,485,365.52;1268;-2.75822;0.272367;1.30165;1.467934
21018;1,305,479.752;$8,146.89;$10,635,593,919.28;19;-0.067033;-7.32543;-3.703881;-17.196144
21019;4,990,187.475;$12,565.50;$62,704,202,484.42;4;17.576088;16.62963;17.602512;17.734476
21020;18,412,663.993;$22,132.26;$407,513,836,260.19;476;11.122575;11.864884;11.964583;11.999312
21021;29,974,503.531;$21,703.66;$650,556,417,199.72;1545;10.636483;11.410549;11.535316;11.563268
21022;13,982,744.113;$21,574.97;$301,727,345,722.84;2883;10.529037;11.320811;11.406806;11.44852
21023;41,038,797.664;$21,829.74;$895,866,456,859.28;301;10.750369;11.51699;11.629254;11.659656
21024;11,635,782.296;$24,697.07;$287,369,783,215.78;2;13.154985;13.685405;13.76024;13.832781
21025;6,574,335.856;$21,363.51;$140,400,884,206.26;12089;10.4218;11.182092;11.324598;11.358452
21026;14,595,638.868;$13,258.14;$193,510,995,841.59;5;13.788737;15.203797;15.625047;15.590235
21027;31,531,011.047;$10,957.16;$345,490,267,282.76;8;9.741228;12.680097;13.496111;0.0
21028;1,078,846.234;$188,031.72;$202,857,310,486.64;28;9.199415;11.900818;12.095005;12.492098
21029;3,466,163.178;$197,279.77;$683,803,858,202.48;81;9.742817;12.709818;13.357147;13.733809
21030;6,493,484.299;$172,086.14;$1,116,882,800,181.91;79491;8.062193;10.732769;10.988257;11.385305
21031;8,115,476.619;$181,874.02;$1,475,994,355,374.01;524;8.823311;11.552722;11.764477;12.161396
21032;4,820,993.594;$177,562.80;$856,034,862,606.47;2054;8.449781;11.194475;11.392109;11.784206
21033;4,218,095.611;$191,959.13;$809,701,965,952.33;46;11.24527;12.467277;12.589133;13.004686
21034;2,893,380.201;$219,120.89;$634,000,031,607.20;37;10.574124;13.558764;14.259381;14.572091
21035;8,796,407.166;$12,592.19;$110,766,031,250.91;8;9.469653;12.518077;13.120886;13.421563
21036;1,567,004.511;$183,814.18;$288,037,648,369.01;820;8.930505;11.690655;11.883375;12.303332
21037;218,766.13;$189,459.84;$41,447,396,480.92;3;9.469653;12.210947;12.36784;12.766072
21038;6,547,794.172;$174,950.77;$1,146,091,711,572.52;12565;8.290478;11.027243;11.23044;11.622794
21039;41,586,261.757;$12,626.88;$525,104,807,038.33;7;9.912379;12.204903;12.899412;12.870385
21040;4,835,727.971;$12,351.65;$59,729,197,144.69;78;8.833444;11.104154;11.815955;11.765669
21041;5,476,343.793;$12,959.83;$70,972,493,757.14;15;10.846391;13.158342;13.789251;13.731054
21042;21,082,794.794;$12,398.35;$261,391,866,884.91;102;9.045328;11.320043;12.03145;11.99143
21043;13,554,535.191;$12,432.90;$168,522,206,864.22;24;9.1549;11.436118;12.136486;12.117808
21044;2,024,131.59;$12,461.81;$25,224,343,181.70;459;9.316339;11.596465;12.296963;12.24828
21045;6,681,875.822;$12,473.31;$83,345,138,508.35;8;9.857926;12.149317;12.852005;12.811287
21046;14,587,425.599;$12,546.49;$183,021,038,499.55;12;9.64065;12.067996;12.641801;12.608665
21047;8,062,349.88;$12,333.27;$99,435,139,183.69;1406;8.7325;11.015159;11.76768;11.697523
21048;19,978,913.255;$12,589.60;$251,526,494,595.92;8;9.803527;12.093959;12.7903;12.746538
21049;211,725.642;$13,697.19;$2,900,046,173.20;58;9.91238;12.204903;13.336354;13.079985
21050;4,610,317.318;$12,530.89;$57,771,375,433.92;26;9.586465;11.872274;12.572373;12.537569
21051;50,989.009;$10,245.23;$522,394,216.11;1;2.948854;115.24174;71.19988;22.749647
21052;100,928.208;$11,598.56;$1,170,621,597.91;1;2.436705;114.17306;70.34936;22.139263
21053;382,516.149;$12,511.10;$4,785,696,084.59;11;1.728174;112.69459;69.1727;21.294834
21054;122,681.703;$12,157.48;$1,491,500,577.95;3;1.929612;113.11492;69.507225;21.534906
21055;158,495.152;$12,040.66;$1,908,386,096.07;285;0.930301;111.02967;67.84765;20.31836
21056;217,098.478;$12,202.89;$2,649,229,174.51;28;1.178292;111.547134;68.25949;20.658037
21057;1,183,581.079;$12,670.18;$14,996,179,764.56;1;9.454665;13.812303;13.994292;14.52488
21058;16,592.329;$16,750.60;$277,931,504.84;15;9.454673;13.812304;13.994306;14.524886
21059;1,044,909.056;$17,648.73;$18,441,322,870.26;9;9.726203;15.134688;16.188505;16.532843
21060;2,989,338.155;$13,350.46;$39,909,054,003.08;7;10.54894;15.997864;17.05956;17.406471
21061;2,331,372.849;$19,812.18;$46,239,578,456.38;482;8.648035;13.088569;13.210635;13.728156
21062;2,602,369.614;$15,794.09;$41,102,051,364.31;58;9.130584;13.533758;13.663499;14.197592
21063;4,431,249.886;$20,730.53;$91,862,136,850.45;40;9.130584;13.533757;13.683252;14.207385
21064;938,775.471;$19,380.30;$18,143,742,779.53;2193;8.381787;12.853208;12.96324;13.477871
21065;3,694,630.358;$20,205.24;$74,650,911,447.44;183;8.915591;13.325905;13.472954;14.011524
21066;887,536.301;$13,424.00;$11,914,284,151.56;1;3.826859;4.137192;5.033164;-12.422831
21067;7,942,555.398;$13,679.84;$108,652,847,736.93;10;3.62087;3.930589;4.824778;-12.596669
21068;168,495.439;$12,384.18;$2,086,678,177.41;15;2.401854;2.707934;3.585042;-13.628123
21069;5,704.827;$9,375.18;$53,483,761.67;1;260.29865;22.41099;134.377;76.69821
21070;40,715.237;$7,855.39;$319,833,980.91;3;258.51233;21.802267;133.21706;75.821465
21071;28,521.35;$8,114.50;$231,436,548.04;1;260.2986;22.410986;134.3769;76.69815
21072;57,812.049;$8,252.11;$477,071,186.17;1;258.51233;21.802267;133.21352;75.82014
21073;26,959.628;$7,793.81;$210,118,315.69;16;258.51236;21.80227;133.20975;75.81872
21074;249,644.766;$11,278.49;$2,815,615,619.79;1;1.499885;-2.021287;5.088265;-11.156222
21075;4,631.484;$11,742.13;$54,383,480.31;1;2.108866;-1.433382;5.718726;-10.623765
21076;314,194.673;$11,211.09;$3,522,465,428.04;10;1.298501;-2.215705;4.879776;-11.332564
21077;146,471.654;$9,942.63;$1,456,313,011.47;1;0.599889;-2.89015;4.156516;-11.944303
21078;235,258.713;$10,812.32;$2,543,691,634.72;26;0.402045;-3.081148;3.951694;-12.117543
21079;1,948,621.931;$14,005.14;$27,290,722,822.74;1;12.13744;14.441425;15.886155;16.143581
21080;1,447,905.206;$12,961.86;$18,767,542,220.87;10;10.380592;12.377995;13.060782;13.225538
21081;503,346.04;$12,770.06;$6,427,761,606.97;278;9.682459;11.720484;11.513432;12.21677
21082;815,444.189;$13,002.12;$10,602,503,352.74;7;10.380592;12.377995;13.060782;13.225538
21083;3,046,677.931;$12,918.13;$39,357,368,142.15;102;10.057278;12.044178;12.776541;12.949593
21084;2,056,513.177;$12,888.43;$26,505,228,958.98;261;9.896328;11.922931;12.862372;12.922347
21085;649,329.719;$13,619.73;$8,843,698,210.22;3;12.697951;15.013421;16.46535;16.72406
21086;500,000;$17,182.90;$8,591,448,029.53;1;21.382515;21.942448;24.830292;27.491835
21087;2,500,833.62;$15,770.21;$39,438,666,905.99;112;17.84867;18.392344;21.196342;23.780619
21088;1,309,263.203;$16,455.10;$21,544,057,878.08;1;19.589558;20.141241;22.986546;25.608889
21089;270,005.182;$15,761.06;$4,255,569,226.65;3;17.84867;18.392344;21.196342;23.780619
21090;66,539.655;$11,460.83;$762,599,435.91;3;-13.33334;4.60096;19.457697;13.392999
21091;14,447.918;$11,427.00;$165,096,319.65;2;-13.545853;4.344602;19.165033;13.115156
21092;24,389.278;$11,363.05;$277,136,690.21;17;-13.757331;4.089494;18.873798;12.838667
21093;172,989.085;$12,259.16;$2,120,700,782.10;5;-12.472769;5.639077;20.642826;14.518123
21094;353,974.407;$11,968.28;$4,236,464,029.28;1;-11.816074;6.431251;21.547182;15.37669
21095;1,505,971.346;$14,718.43;$22,165,530,027.07;1;19.552088;20.011694;23.726707;25.88388
21096;235,313.288;$14,262.39;$3,356,129,031.97;5;17.820127;18.273094;21.93443;24.060446
21097;2,533,519.261;$14,115.51;$35,761,912,425.87;105;17.253878;17.704674;21.348448;23.464342
21098;173,767.21;$12,006.78;$2,086,384,624.11;2;9.791576;13.147574;13.195291;13.358125
21099;96,774.844;$12,308.25;$1,191,129,238.22;41;9.249515;12.58899;12.636425;12.798481
21100;154,710.75;$12,356.38;$1,911,665,482.49;11;9.519877;12.867592;12.915192;13.077624
21101;614,717.838;$12,534.94;$7,705,454,262.85;1;10.614801;13.995892;14.043966;14.208018
21102;200,000;$12,044.09;$2,408,817,549.10;1;18.711233;19.412123;20.96173;0.0
21103;48,753.378;$12,736.11;$620,928,631.12;16;14.975975;15.654862;17.155844;18.918306
21104;50,038.872;$11,299.57;$565,417,758.90;1;15.535286;16.217476;17.725739;0.0
21105;107,608.073;$12,303.30;$1,323,934,426.70;1;16.38452;17.071709;18.591028;20.375021
21106;84,608.565;$11,810.20;$999,243,967.07;4;15.254949;15.935487;17.440102;0.0
21107;529,218.335;$13,092.59;$6,928,836,973.37;1;18.711233;19.412123;20.96173;22.781284
21108;266,741.016;$16,120.84;$4,300,089,163.83;1;104.54714;17.722025;59.93845;61.00314
21109;88,668.144;$15,817.59;$1,402,516,442.51;2;101.53003;15.982938;57.57763;0.0
21110;55,878.599;$15,767.39;$881,059,570.70;20;100.543976;15.414576;56.80613;57.85004
21111;148,441.678;$14,728.97;$2,186,392,585.61;1;102.026695;16.269217;57.96631;0.0
21112;120,371.153;$15,817.57;$1,903,978,914.88;9;101.0358;15.69806;57.191017;58.23745
21113;148,214.118;$11,213.37;$1,661,979,876.08;9;7.097134;-9.638444;11.446774;11.660938
21114;97,054.874;$11,053.14;$1,072,761,096.70;1;7.625927;-9.192074;11.996985;0.0
21115;167,375.586;$11,241.29;$1,881,516,758.51;3;7.360881;-9.415807;11.721204;11.935893
21116;289,323.221;$11,477.17;$3,320,611,093.54;1;8.970979;-8.056671;13.396498;13.614407
21117;84,762.927;$11,246.70;$953,303,550.07;48;6.834676;-9.859992;11.173686;11.387326
21118;24,006.295;$11,224.26;$269,452,869.71;1;7.892281;-8.967236;12.273631;0.0
21119;260,814.15;$11,818.74;$3,082,493,578.42;1;13.753296;17.929544;17.307766;0.0
21120;65,925.097;$11,671.97;$769,475,427.35;25;11.797444;15.902085;15.289671;0.0
21121;147,572.26;$11,743.90;$1,733,073,651.80;2;12.349379;16.47423;15.860102;0.0
21122;192,616.45;$11,718.98;$2,257,267,860.52;9;12.072733;16.187454;15.574835;0.0
21123;145,230.99;$11,089.44;$1,610,529,736.52;1;18.301313;17.030289;14.509356;0.0
21124;46,842.943;$10,983.80;$514,513,365.37;17;16.869629;15.715644;13.139286;0.0
21125;240,341.008;$11,003.63;$2,644,623,999.82;15;17.15319;15.874644;13.387723;0.0
21126;486,457.822;$11,264.62;$5,479,761,486.71;1;20.66624;19.369877;16.798683;0.0
21127;197,154.685;$11,025.31;$2,173,692,419.02;4;17.438133;16.176357;13.673769;0.0
21128;1,298,618.552;$11,264.62;$14,628,441,777.65;1;20.66624;19.369877;16.798683;0.0
21129;248,327.301;$12,021.37;$2,985,233,647.02;1;57.398663;15.571377;38.523994;0.0
21130;24,931.939;$11,970.89;$298,457,571.15;1;55.842144;14.427514;37.175854;0.0
21131;378,964.712;$11,914.20;$4,515,060,173.72;2;55.4578;14.145069;36.815266;0.0
21132;90,492.898;$11,926.52;$1,079,265,086.28;32;54.316044;13.306016;35.810066;0.0
21133;119,649.281;$11,898.93;$1,423,697,879.74;2;55.075348;13.864011;36.478554;0.0
21134;115,328.898;$11,883.71;$1,370,535,295.11;10;54.694763;13.584329;36.14349;0.0
21135;1,491,516.187;$11,177.11;$16,670,846,903.95;1;23.544352;24.15287;24.462784;0.0
21136;127,104.359;$11,032.60;$1,402,291,349.45;5;21.754715;22.354445;0.0;0.0
21137;1,315,499.344;$11,084.78;$14,582,020,750.46;64;21.169607;21.766462;22.070435;0.0
21138;30,160.258;$10,141.09;$305,857,977.80;1;11.292331;10.526111;0.0;0.0
21139;125,000;$10,206.44;$1,275,805,573.05;1;14.073816;13.288496;0.0;0.0
21140;20,000;$10,174.97;$203,499,379.75;1;12.112468;11.340614;0.0;0.0
21141;499,742.472;$10,104.84;$5,049,818,626.58;1;12.16626;12.215068;0.0;0.0
21142;50,000;$10,096.61;$504,830,714.91;1;10.541021;10.58912;0.0;0.0
21143;877,207.407;$10,082.15;$8,844,138,604.59;51;10.009659;10.057531;0.0;0.0
21144;2,463,911.759;$10,820.94;$26,661,841,285.55;81;12.115077;11.521906;2.921179;3.927552
21145;235,664.457;$2,746.87;$647,339,216.43;2;3.543026;-3.035056;-12.426889;-12.525176
21146;3,270,441.165;$17,323.21;$56,654,551,755.93;24;0.003182;7.657634;55.80668;29.28293
21147;2,546,422.98;$16,368.97;$41,682,308,790.07;24;0.006538;5.036472;15.563118;12.143425
21148;175,294.789;$4,526.11;$793,403,738.14;3;5.051148;-4.111389;-4.934396;-5.857117
21149;57,246.353;$5,005.39;$286,540,308.90;2;3.815487;-5.784241;-7.983747;-9.179713
21150;1,567,852.752;$2,072.99;$3,250,144,205.52;24;0.066602;-53.29885;67.15029;0.488085
21151;57,897.698;$235,693.94;$13,646,136,790.46;146;-0.174238;11.997302;1.338355;-0.728091
21152;12,420,549.759;$4,293.44;$53,326,925,012.36;1;0.006886;-0.121864;53.702366;18.986912
21153;7,131,860.953;$32,448.01;$231,414,663,804.42;12;0.651831;9.791618;-37.8894;-25.09727
21154;5,136,709.504;$3,706.15;$19,037,435,832.41;1;0.004767;-0.037693;53.781223;19.090801
21155;7,066.496;$31,720.38;$224,151,897.87;1;0.651832;8.457963;-38.44951;-25.729193
21156;264,691,771,198.055;$0.26;$67,538,694,440.54;5;0.0;-0.643932;182.73555;69.13129
21157;10,300,111.303;$15,940.93;$164,193,350,260.54;3;0.007707;10.88116;-11.276956;-19.089506
21158;42,225,100.637;$248.89;$10,509,368,078.61;1;0.075701;-5.072806;167.37527;57.309776
21159;2,680,596.081;$15,401.87;$41,286,188,344.81;75;0.001042;-2.92482;27.520134;10.891331
21160;6,718,823.528;$4,398.06;$29,549,819,276.50;4;0.661039;-4.130863;-93.830574;-78.62626
21161;437,708.564;$4,266.75;$1,867,590,950.86;2;0.020362;-4.275326;-94.0049;-78.942535
21162;3,789,876.031;$12,166.85;$46,110,856,990.20;45;-0.557206;6.133248;-9.701127;-2.803975
21163;99,241.26;$0.43;$42,567.84;2;2.289568;2.326307;-80.74747;-99.798836
21164;3,560,132.629;$48,655.65;$173,220,581,642.76;1;5.29E-4;9.979718;31.230701;15.102932
21165;105,206,590,917.071;$17.05;$1,793,507,637,110.47;20;0.057823;14.418354;14.421928;16.2662
21166;7,118,845.019;$15,892.56;$113,136,695,232.32;3;0.068339;-98.56755;-51.32441;-42.815014
21167;1,894,487.139;$15,347.99;$29,076,578,595.30;7;0.068339;-98.67505;-51.96707;-43.267403
21168;1,007,197.858;$15,099.28;$15,207,960,736.57;4;0.068339;-98.934;-53.682484;-43.797012
21169;1,556,825.148;$2,665.57;$4,149,830,650.37;3;0.741911;-100.0;-94.034805;-75.36387
21170;7,704,541.274;$13,521.12;$104,174,002,205.56;29;0.079225;-1.076795;19.778082;19.954453
21171;51,637,108.047;$4,514.24;$233,102,268,242.27;13;0.035708;-36.029747;-39.744156;-20.33615
21172;192,288,409.625;$10,200.01;$1,961,343,739,610.15;3;0.173215;-0.876162;5.212739;-3.62166
21173;8,413,071.444;$31,560.87;$265,523,876,856.52;3;4.380296;12.598937;24.631039;18.190649
21174;2,172,462.6;$6,953.09;$15,105,327,916.50;13;0.00431;3.760422;-48.725113;-42.72432
21175;24,680.723;$15,943.55;$393,498,311.44;3;-0.018798;-0.253937;19.24973;16.372854
21176;10,344,994.948;$15,943.55;$164,935,932,546.06;32;-0.018798;-0.253937;19.24973;16.372854
21177;1,563,772.816;$168,539.40;$263,557,338,199.97;1;35.989456;16.797024;10.998687;8.876536
21178;7,760,695.873;$16,120.93;$125,109,623,109.99;32;7.03E-4;-0.550838;6.853058;9.801564
21179;416,736,483,944,248;$0.00;$426,814.73;1;0.0;0.0;0.0;0.0
21180;1,026,215.792;$1.29;$1,320,493.96;1;4.840738;-70.230865;-99.025604;193.90434
21181;590,424.099;$1.26;$745,568.63;3;4.840504;-70.23105;-99.0259;193.92729
21182;242,458.131;$10,366.26;$2,513,383,798.28;1;0.0;-0.810741;-0.263253;-0.165795
21183;1,193,943.469;$10,275.01;$12,267,776,248.54;7;0.0;-0.782825;-0.154693;-0.043827
21184;943,772.031;$9,911.85;$9,354,524,815.74;20;0.0;-1.660205;-1.110635;-1.007192
21185;122,497.961;$10,170.29;$1,245,840,001.20;1;0.0;-0.817772;-0.291748;-0.192034
21186;97,466,716.331;$74.05;$7,217,131,538.01;1;0.008614;-1.458219;5.607824;8.523268
21187;262,606,301.045;$203.57;$53,458,253,799.89;2;0.008614;-1.401246;5.789452;8.649392
21188;138,929,797.333;$445.13;$61,841,455,993.39;3;0.008617;-1.321832;5.974203;8.792462
21189;106,909,424.552;$1,731.47;$185,110,561,106.17;5;0.008636;-1.099895;6.191051;9.041478
21190;112,696,558.013;$445.89;$50,249,837,622.77;1;0.008625;-1.323155;5.750279;8.678195
21191;43,017,140.439;$7,749.51;$333,361,635,322.36;5;0.008658;-0.87673;6.411861;9.29647
21192;101,299,612.853;$203.66;$20,630,342,992.69;1;0.00861;-1.400568;5.897273;8.703849
21193;464,342,478.454;$74.18;$34,445,020,826.73;5;0.008612;-1.457845;5.665876;8.550415
21194;85,702,893.131;$2,996.43;$256,802,870,578.32;2;0.008646;-0.986294;6.301959;9.169428
21195;1,921,507.083;$15,668.17;$30,106,492,136.30;16;0.057053;-1.688568;3.868081;8.82415
21196;153,077.488;$15,669.30;$2,398,617,095.39;2;0.057053;-1.686678;4.030569;8.906075
21197;452,487.865;$15,662.36;$7,087,026,413.24;3;0.057053;-1.687794;3.961393;8.871864
21198;8,439,143.886;$23,718.07;$200,160,193,300.70;1;11.033706;1.052452;7.775672;11.146257
21199;709,930.233;$23,202.50;$16,472,154,969.43;1;11.033706;1.052452;7.775672;11.146495
21200;14,515.45;$10,391.05;$150,830,839.84;2;0.009426;10.977556;-10.379641;-7.562867
21201;1,482,036.21;$10,924.04;$16,189,816,137.40;1;-0.901884;14.198901;0.0;0.0
21202;1,049,006.377;$10,147.99;$10,645,304,525.56;2;-5.471071;6.319224;0.0;0.0
21203;1,422,561.054;$10,771.59;$15,323,250,090.25;2;-3.067085;7.71285;5.306571;-1.305924
21204;2,223,054.315;$10,521.07;$23,388,901,346.91;2;-0.835471;14.973438;4.424819;0.0
21205;552,618.736;$10,469.56;$5,785,673,859.77;3;-3.415197;9.015379;-6.117121;-6.006581
21206;962,708.662;$10,274.91;$9,891,740,717.65;1;-5.303454;6.672597;5.787588;0.0
21207;6,097,372.499;$16,284.54;$99,292,876,220.14;2;0.784052;1.982408;-28.024233;-6.10407
21208;609.991;$16,278.10;$9,929,503.85;1;0.784051;1.982404;-28.02419;-6.102901
21209;6,499,787.899;$13,131.35;$85,350,998,959.76;2;5.333774;5.461981;3.429613;1.483531
21210;31,347,896.148;$12,168.80;$381,466,384,416.92;2;2.815677;0.481665;7.670387;8.664648
21211;107,166.373;$440,133.33;$47,167,492,643.58;3;4.189573;6.49592;36.533283;47.14408
21212;62,032,315,189.318;$0.16;$10,012,263,499.13;1;-0.246642;-3.892887;-14.089676;-92.97614
21213;2,109,824,633.973;$1.89;$3,982,208,011.50;3;-0.246642;-3.178387;-9.832422;-94.73225
21214;165,213,506,178.208;$0.31;$50,491,448,316.96;2;-0.418864;-1.434325;-10.02863;-89.724884
21215;776,172,085,106.602;$0.16;$127,913,282,801.30;2;-0.418864;-0.114488;-1.312188;-93.1048
21216;12,906,454,952.511;$0.86;$11,077,819,171.87;3;-0.418864;-2.114952;-9.831377;-88.935684
21217;13,683,470.489;$9,831.55;$134,529,686,420.47;2;-0.293546;-1.897245;0.0;0.0
21218;4,164,636,160,550.59;$0.02;$67,699,621,568.34;3;-0.293546;-2.895956;-4.608866;-91.25266
21219;43,879,331.914;$12,644.04;$554,811,949,272.88;4;2.0E-6;13.792554;14.184882;13.657757
21220;44,893,347.389;$12,583.81;$564,929,306,957.09;3;0.017276;14.289423;14.896218;14.620299
21221;4,828,899;$10,238.98;$49,442,985,162.80;1;0.032042;-0.41163;-5.219824;-1.799793
21222;3,331,157.697;$10,048.59;$33,473,442,104.08;7;0.032042;-1.937519;-3.663414;-2.667308
21223;51,752,508.532;$5,152.17;$266,637,669,521.18;2;8.785118;7.87474;11.555918;8.914731
21224;7,124,329.829;$11,602.28;$82,658,458,287.91;4;0.01406;9.258344;12.721614;0.0
21225;9,229,687.322;$10,730.81;$99,042,026,709.10;2;2.64E-4;15.045139;15.098413;0.0
21226;846,761.38;$10,632.65;$9,003,320,015.74;2;0.011959;12.503314;12.3753;0.0
21227;100,000;$10,108.17;$1,010,817,488.52;1;0.011958;10.405127;0.0;0.0
21228;5,160,942.1;$10,310.53;$53,212,047,241.18;3;10.57477;13.31771;0.0;0.0
21229;12,362.756;$8,455.79;$104,536,847.36;1;0.369552;-4.081683;0.0;0.0
21230;1,236,236.669;$8,456.35;$10,454,055,659.32;1;0.369551;-4.07396;0.0;0.0
21231;3,508,499.421;$13,989.42;$49,081,867,532.13;22;10.225156;13.031774;13.01345;12.805837
21232;369,728.105;$12,416.68;$4,590,796,049.40;23;9.680692;12.473485;12.455251;12.248661
21233;14,250,225.113;$12,164.58;$173,347,993,478.92;76;8.820622;11.591576;11.573484;11.36851
