Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
15996;1,535,499.4;$10,052.41;$15,435,464,525.06;1;11.431472;0.0;0.0;0.0
15997;1,268,498.483;$11,369.13;$14,421,722,316.91;3;10.879414;11.718854;12.152458;11.91639
15998;516,918.388;$131,988.06;$68,285,714,368.80;3716;137.01044;43.454323;47.739685;24.243315
15999;729,087.056;$12,456.27;$9,081,706,668.67;5;13.2444;13.367836;14.259132;14.416059
16000;411,600.985;$12,855.37;$5,291,283,536.06;3;15.168892;15.524752;16.297285;16.437963
16001;7,283,812.856;$27,187.45;$201,470,103,040.82;809;12.034666;12.162922;13.025038;13.188639
16002;15,625,555.234;$12,996.35;$203,075,191,960.44;1;12.675352;12.829202;12.578569;11.954045
16003;247,150.514;$21,097.86;$5,214,347,509.12;11;12.017876;12.170831;11.921657;11.300767
16004;6,861,287.58;$10,902.90;$74,807,938,435.28;1;13.141133;13.201777;12.931515;0.0
16005;3,254,892.721;$14,007.92;$45,594,263,224.42;102;11.92371;11.983703;11.716341;11.677123
16006;844,739.565;$13,074.92;$11,044,900,735.20;39;11.923709;11.983703;11.716341;11.677123
16007;1,512,149.037;$12,764.93;$19,302,483,276.45;5;-3.322502;14.114597;18.53474;16.834385
16008;451,885.749;$12,368.81;$5,603,288,971.24;42;-4.751423;12.428712;16.783733;15.103731
16009;359,149.078;$12,243.97;$4,397,410,156.16;29;13.090784;13.113702;13.193658;12.997168
16010;533,253.481;$12,243.97;$6,529,139,051.79;20;13.090784;13.113702;13.193658;12.997168
16011;5,288,132.984;$12,911.27;$68,276,508,384.87;3;16.461205;16.552324;16.540018;16.343967
16012;1,349,369.53;$11,879.68;$15,829,983,169.37;97;11.280099;11.53445;11.522779;11.186031
16013;474,385.622;$12,068.33;$5,725,041,220.72;9;12.726314;12.983962;12.97214;12.635013
16014;9,497,116.329;$10,437.97;$98,972,526,067.08;440;18.349033;16.74006;0.0;0.0
16015;9,541,827.888;$17,484.16;$151,415,504,113.33;14;14.426488;11.11844;12.320715;12.33945
16016;22,053,670.072;$17,244.80;$376,773,718,375.99;7824;14.090046;10.802546;12.000693;12.029806
16017;2,024,990.073;$17,653.20;$36,261,124,496.63;1740;14.651885;11.338124;12.535041;12.560317
16018;3,222,143.563;$17,833.86;$57,458,499,560.34;6;14.878169;11.556891;12.800307;12.800876
16019;597,629.94;$12,800.39;$7,733,491,166.68;3;14.87817;11.558432;12.894856;13.211017
16020;209,011.909;$16,882.44;$3,528,584,889.98;8;13.533672;10.25116;11.437004;11.45921
16021;11,380,842.88;$17,237.05;$197,736,744,541.17;488;14.090046;10.791492;11.983207;12.005533
16022;9,138,203.934;$12,856.37;$118,323,528,858.45;18;15.390581;12.054528;13.274432;13.296298
16023;11,723,667.567;$16,899.99;$199,725,315,866.61;6717;13.533672;9.927628;11.41773;11.500276
16024;13,326,183.219;$12,490.60;$166,426,907,926.32;2;14.878169;11.556891;12.757759;12.779715
16025;97.371;$13,668.67;$1,330,928.49;1;15.215769;11.886306;13.088059;13.111465
16026;394,721.953;$12,716.88;$4,884,848,757.75;1;14.878169;12.198629;12.849818;12.859422
16027;5,737,935.999;$12,184.76;$85,810,827,161.39;2;14.651885;11.33729;12.534009;12.556742
16028;2,974,803.456;$49,909.91;$148,472,186,877.70;2;-0.213258;7.806004;-27.904684;-31.938185
16029;181,204,703.098;$12,911.89;$2,339,694,399,497.83;5;-88.604256;2.959432;2.421187;-15.440839
16030;927,089.934;$11,909.23;$11,040,930,445.87;7;18.305038;12.211869;12.370547;12.625318
16031;2,219,851.217;$12,525.25;$24,749,701,893.40;65;18.328505;12.234131;12.39284;12.648865
16032;4,680,463.906;$12,238.39;$103,453,843,195.72;76;17.37389;11.32855;11.485983;11.738759
16033;1,097,792.971;$13,742.66;$14,811,471,588.24;594;17.489483;11.438235;11.603159;11.856636
16034;567,127.149;$13,706.43;$7,773,286,452.65;3;19.251041;13.109279;13.269223;13.526026
16035;1,812,572.955;$14,168.62;$25,822,308,964.75;1017;18.070871;11.989731;12.148394;12.403537
16036;942,871.522;$12,441.24;$6,529,305,144.50;3;18.305037;12.211869;12.395588;12.637798
16037;423,136.859;$12,145.16;$5,210,366,006.40;105;17.143381;11.109884;11.269543;11.522512
16038;629,087.84;$16,301.34;$10,254,547,866.27;258;11.322006;11.302694;10.671665;10.611638
16039;2,695,637.799;$16,635.60;$44,843,559,134.03;7;11.865446;11.842192;11.208496;11.148069
16040;163,189.912;$13,405.90;$2,187,706,832.11;1;14.549381;14.525572;13.876714;13.814841
16041;1,379,284.246;$17,067.29;$23,539,162,630.02;346;12.414204;12.390835;11.75404;11.693317
16042;383,211.314;$14,355.00;$5,723,096,480.39;118;12.440457;12.238125;10.380829;9.570875
16043;1,038,528.156;$15,076.27;$15,652,838,747.44;265;13.547933;13.343613;11.468021;10.64928
16044;2,921,209.698;$14,257.33;$41,648,657,034.62;10;12.991488;12.788167;10.921741;10.106996
16045;178,346.896;$12,290.24;$2,191,926,039.43;1;15.250555;15.043179;13.13954;12.308549
16046;1,972.173;$12,903.32;$25,447,571.31;19;9.39459;9.40701;9.463526;9.359439
16047;225,491.231;$12,895.45;$2,951,811,602.01;8;10.208762;10.221269;10.278204;10.173345
16048;153,725.34;$13,172.72;$2,024,980,294.58;6;10.208763;10.221269;10.278204;10.173345
16049;133,828.175;$13,462.77;$1,801,698,443.33;5;10.208763;10.221269;10.250144;10.159073
16050;104,266.778;$13,717.82;$1,430,312,650.61;5;11.035108;11.047708;11.105068;10.999425
16051;9,564.526;$12,318.83;$117,823,817.04;8;10.208751;10.221269;10.278201;10.173345
16052;3,931,548.597;$13,782.60;$54,186,954,055.09;12;-2.85684;-2.903701;10.070652;61.528366
16053;53,244.471;$13,782.60;$733,847,148.91;1;-2.85684;-2.903702;10.070652;61.528366
16054;4,324,023.684;$14,054.31;$60,771,169,298.57;44;20.594467;17.363552;19.162752;19.535069
16055;3,709,999.504;$23,103.17;$82,932,929,394.95;15302;10.993787;12.204412;12.841565;12.411736
16056;523,711.717;$12,021.50;$6,319,769,185.09;1392;35.24863;80.10817;54.00045;27.34274
16057;316,959.555;$15,970.27;$5,080,929,947.59;136;12.778978;12.261591;4.051408;-0.842589
16058;1,694,684.499;$16,146.37;$27,363,203,787.96;991;13.393575;13.562783;15.124989;14.827079
16059;1,549,321.588;$24,043.89;$37,251,711,339.80;457;11.94811;17.745743;13.635285;10.784501
16060;237,216.722;$102,938.24;$24,418,670,900.27;4123;-1.220799;-1.869932;-3.164057;-2.444229
16061;27,755.027;$17,657.66;$490,088,920.69;1084;-1.209581;-1.781746;-10.19529;-6.601157
16062;154,176.299;$8,193.50;$1,263,243,324.54;27;-2.706099;-3.317225;-5.477063;-4.570651
16063;177,496.138;$9,603.04;$1,704,502,763.18;60;-2.702597;-3.158029;-5.170415;-3.983275
16064;1,342,615.327;$17,117.79;$22,982,613,026.27;26;5.759255;5.745843;5.293876;3.855284
16065;301,546.718;$13,080.85;$3,944,487,725.78;243;-0.274895;0.27759;6.802606;17.32833
16066;988,305.95;$13,451.60;$13,294,295,356.60;17;9.114233;11.307989;11.975911;13.710524
16067;302,026.89;$11,481.73;$3,467,791,321.27;44;9.655386;99.183975;20.468723;8.544672
16068;442,200,000;$12,790.89;$5,656,134,070,992.67;6700;71.30224;44.670956;35.391396;14.962209
16069;61,536,827.276;$3,263.67;$192,971,158,927.32;47;13.696916;13.064036;13.817304;13.531739
16070;46,683,359.469;$3,127.71;$158,261,420,790.63;24;12.622272;11.995358;12.741525;12.50507
16071;47,921,430.115;$3,217.42;$153,852,862,991.32;5;13.413127;12.781823;13.533216;13.249136
16072;65,990,311.171;$3,153.62;$210,497,584,186.85;5967;12.847668;12.219502;12.967159;12.740522
16073;129,736,026.837;$3,153.67;$414,056,679,718.97;2526;12.847668;12.219502;12.967159;12.740535
16074;2,783,088.635;$12,788.34;$35,591,092,033.94;2;14.552538;13.914908;14.673829;14.383821
16075;15,603,520.704;$3,679.65;$60,330,702,693.95;1099;-11.727781;8.378796;15.717205;16.32698
16076;4,004.567;$5,880,092.84;$23,547,226,052.92;19;11.806228;12.231572;14.291714;13.78385
16077;10.596;$5,678,929.69;$60,165,087.24;1;10.749423;11.170744;13.211463;12.777243
16078;1,325,728.524;$10,059.74;$13,336,489,678.72;1;11.527146;0.0;0.0;0.0
16079;21,699.683;$5,703,216.68;$123,120,102,716.29;1145;10.971064;11.393239;13.438035;12.990922
16080;18,743.968;$5,703,215.35;$107,064,201,820.45;5304;10.971064;11.393239;13.438035;12.990892
16081;189.16;$12,823.34;$2,425,660.41;1;12.647625;13.076128;15.151766;14.637746
16082;257,145.892;$11,320.46;$2,930,007,207.17;267;545.24963;82.87775;58.59874;27.268478
16083;277,752.52;$10,142.33;$2,817,056,541.62;166;-89.746445;1.796154;6.732893;-13.266089
16084;996,355.225;$11,763.72;$14,420,841,104.30;260;-21.05753;28.440443;24.190119;22.241789
16085;8,688,286.701;$5,153.06;$45,122,466,848.04;488;18.62029;12.540031;12.527613;12.298262
16086;34,267,264.589;$20,146.59;$690,368,580,196.78;2;14.958719;15.239321;12.550411;11.851612
16087;21,938,750.038;$12,584.25;$276,082,644,237.84;2;101.08233;31.090288;44.077976;22.604424
16088;49,531,726.007;$11,920.49;$590,442,447,208.43;8;101.18236;31.155575;44.131165;19.147697
16089;1,835,053.774;$11,616.78;$21,317,408,180.28;2;100.882515;30.959867;43.93468;16.1202
16090;1,021,353.928;$11,237.47;$11,477,433,044.51;5;99.397575;29.99062;42.869698;21.673615
16091;14,920,761.781;$12,542.54;$187,144,257,323.78;7;100.88252;30.959867;43.93468;22.494793
16092;4,195,389,631.353;$32.39;$135,898,074,079.40;3;7.724952;11.433772;8.588706;9.596289
16093;3,159,308.089;$25,943.01;$81,961,977,001.35;7;11.665194;10.388514;-9.074097;0.112282
16094;2,939,600.507;$16,409.46;$48,237,251,960.42;3;11.731918;5.384916;-9.585306;-8.255199
16095;3,921,959.65;$11,108.70;$43,567,856,364.88;2;-21.409557;-0.21867;20.55595;10.00821
16096;5,547,548.111;$43,502.37;$241,331,480,936.31;2;-31.067936;5.044629;10.751017;2.828133
16097;2,084,562.838;$14,875.81;$30,879,466,617.80;4;4.692339;14.379944;16.556242;5.717343
16098;6,113,411.313;$16,397.45;$100,244,366,879.03;12;-0.54506;-0.945767;15.397808;41.530178
16099;38,110.932;$6,992.60;$266,494,510.69;1;-48.470554;-52.11255;-44.235264;0.0
16100;22,095.381;$6,087.76;$134,511,383.61;3;-62.80286;-64.78044;-55.69579;0.0
16101;34,026.887;$6,393.11;$217,537,708.50;2;-58.080425;-60.612877;-51.940544;0.0
16102;9,611.301;$5,476.82;$52,639,403.15;3;-71.85856;-72.772896;-62.9224;0.0
16103;4,134,982.624;$10,187.61;$42,125,594,704.07;1;-0.547592;-1.138827;0.0;0.0
16104;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
16105;3,341,969.131;$30,520.51;$101,911,838,809.03;4846;-3.181855;10.520726;13.80389;14.559704
16106;11,883,670.94;$3,403.38;$40,414,489,287.33;109;10.42259;11.786529;12.675065;12.821393
16107;571,179.101;$3,322.33;$1,897,645,706.43;14;10.312252;11.675477;12.563343;12.709501
16108;192,337,178.207;$3,226.11;$602,273,802,833.01;11132;9.488221;10.848832;11.732576;11.911138
16109;224,850,863.31;$2,967.56;$666,867,244,083.01;2107;7.481749;8.8495;9.732923;9.897595
16110;34,108,925.099;$3,354.84;$124,314,920,904.06;17;9.981896;11.343553;12.229592;12.397831
16111;61,716,080.892;$3,392.97;$209,217,608,246.38;93;10.4778;11.842095;12.730966;12.888751
16112;121,574,615.887;$3,428.01;$416,827,232,710.72;122;10.477806;11.842095;12.730966;12.888751
16113;303,728,310.604;$3,419.77;$1,108,852,323,587.60;466;10.4778;11.842094;12.730966;12.888751
16114;136,117,950.732;$3,384.66;$395,696,087,814.92;49;10.477807;11.842095;12.730967;12.888752
16115;39,780,696.408;$3,366.09;$121,051,725,293.73;41;3.645292;11.441251;12.683542;13.513547
16116;266,045,873.308;$3,192.58;$849,422,360,263.37;29863;3.128412;10.891135;12.129701;12.944038
16117;20,014,750.179;$2,956.43;$58,372,292,574.82;49;1.288816;8.949498;10.191408;11.015943
16118;61,686,257.763;$3,417.16;$202,331,374,790.83;68;4.112699;11.940229;13.178651;14.002783
16119;4,494,887.619;$3,369.71;$15,116,447,822.71;26;3.956669;11.773467;13.000412;13.816816
16120;26,454,973.3;$3,450.25;$99,462,021,264.58;110;4.112699;11.940229;13.183557;14.028218
16121;27,501,471.626;$3,431.56;$94,425,291,988.84;177;4.060661;11.884615;13.128662;13.960799
16122;74,693,727.971;$20,522.53;$1,528,891,263,097.20;2360;6.037031;11.403028;12.615702;12.903013
16123;1,017,260.978;$19,188.01;$19,519,212,975.91;3;3.948026;9.246877;10.448537;10.833546
16124;10,912,888.247;$20,961.21;$228,747,365,873.45;26;6.600424;11.989582;13.206917;13.49557
16125;11,871,613.849;$21,918.66;$279,113,177,889.62;250;6.845843;12.245749;13.465334;13.788953
16126;58,481,447.605;$8,258.22;$457,797,950,707.84;152712;6.605229;12.042867;12.976969;12.733238
16127;435,168.678;$10,021.98;$4,362,433,248.79;349;13.583242;58.89927;54.42228;23.48674
16128;409,954.953;$15,821.86;$6,513,134,741.28;3831;-61.487072;51.030567;34.329857;17.672115
16129;6,635,597.868;$14,882.20;$98,936,538,854.07;8661;-25.51949;6.50588;15.212449;16.734734
16130;22,431,051.921;$13,811.84;$311,589,043,971.59;26775;7.474352;12.582888;13.442762;13.661961
16131;8.008;$13,841.61;$110,850.05;6;7.842252;12.960582;13.798549;0.0
16132;4,710,528.257;$11,830.29;$55,670,123,344.04;10180;-50.856438;0.368005;15.051781;20.48129
16133;685,539.034;$12,200.82;$8,457,244,648.45;3327;27.293076;37.058647;19.737244;16.688631
16134;433,919.995;$11,458.44;$4,972,156,846.82;621;1.832665;17.311209;14.757042;11.871186
16135;521,050.584;$12,986.02;$6,849,434,313.63;2109;36.58142;41.4004;22.928047;19.981167
16136;1,081,087.76;$10,312.51;$11,148,726,894.11;156;12.135401;10.832521;0.188797;0.454592
16137;2,627,288.412;$10,845.64;$29,013,232,251.98;7332;13.677566;11.246258;12.936891;0.0
16138;1,079,867.973;$10,951.83;$11,814,174,216.11;4895;4.816454;16.553759;16.044716;0.0
16139;374,864.385;$10,572.26;$4,020,638,656.21;4631;4.215482;20.423176;0.0;0.0
16140;5,419,721.902;$13,037.60;$70,660,153,783.80;902;24.44655;7.109098;4.012959;5.867127
16141;405,018.43;$12,736.43;$5,158,489,479.68;161;-2.404326;3.861169;-3.153605;2.180313
16142;14,862.971;$12,782.66;$189,988,274.89;1;-2.404325;3.935812;-3.142518;2.186657
16143;92,458.989;$49,547.07;$6,189,572,239.92;41;6.053394;12.329425;13.285513;12.940901
16144;1,610,882.621;$48,138.06;$84,426,693,064.51;88;5.531026;11.777388;12.765516;12.403488
16145;19,272,897.23;$48,232.43;$930,321,414,846.50;104432;5.53016;11.777378;12.876339;12.476708
16146;35,559.304;$49,844.66;$1,472,441,536.36;3;6.158487;12.441901;13.435879;13.0717
16147;1,323,250.105;$47,310.18;$62,890,999,108.79;3469;5.220062;11.447708;12.432987;12.072096
16148;618,343.094;$48,982.67;$30,288,098,180.39;13;5.843829;12.108672;13.099711;12.736609
16149;726,436.714;$48,982.67;$35,718,246,485.97;55;5.843829;12.108672;13.099711;12.736609
16150;9,163,144.09;$14,105.84;$129,023,427,955.38;70600;-8.46768;8.693773;14.261924;14.04956
16151;3,065,323.311;$18,943.59;$58,003,930,521.06;5111;1.564831;13.813047;14.765398;14.217559
16152;15,345.561;$11,873.44;$183,091,635.11;18;14.846155;13.24844;13.785461;13.639078
16153;23,583,046.234;$4,014.65;$96,575,151,464.00;6;15.971321;14.358135;14.900449;14.752646
16154;8,500,095.566;$3,521.29;$29,094,564,670.46;1;14.258097;12.668683;13.203006;13.057382
16155;32,199,538.374;$3,697.37;$109,310,905,446.53;25;15.051308;13.450879;13.988901;13.842268
16156;53,261,530.979;$3,706.71;$186,399,494,135.41;102;15.05131;13.450879;13.988901;13.842269
16157;101,513.92;$13,203.88;$1,379,691,347.29;14;15.394572;13.789374;14.329002;14.181935
16158;85,480,647.11;$3,522.07;$322,992,119,053.98;6504;14.2581;12.668685;13.203008;13.057384
16159;488,015.715;$11,295.86;$5,387,680,833.14;11;12.594605;11.028255;11.554773;11.354625
16160;2,749,768.417;$11,529.96;$32,235,849,279.66;15;-7.956634;12.949946;16.16066;15.254761
16161;10,786,360.742;$2,377.11;$26,640,388,968.53;15;-7.865292;13.061977;16.275867;16.228401
16162;135,378.65;$15,964.13;$2,161,202,977.51;1;-8.229559;12.615211;15.816438;15.76916
16163;108,390.844;$11,125.20;$1,205,869,353.65;1;-7.128067;13.966126;17.205647;11.219539
16164;982,451.516;$13,723.36;$12,968,924,423.00;94;-8.138752;12.726586;15.930968;15.883643
16165;657,984.804;$13,681.65;$10,104,872,360.93;7;-7.819563;13.118054;16.333532;16.286043
16166;18,244.241;$13,700.25;$249,950,708.07;1;-8.13872;12.726559;15.930946;15.883621
16167;298,435.533;$13,789.35;$4,115,233,605.85;46;-8.047787;12.838148;16.045692;15.99832
16168;108,353.003;$12,326.75;$1,335,640,153.40;1;-7.77378;13.174197;16.391268;11.784051
16169;7,600,797.347;$2,808.91;$21,591,878,079.53;150;-8.22956;12.615215;15.816441;15.769163
16170;548,604.163;$11,475.46;$7,027,041,882.09;36;-8.410605;12.39317;15.588101;14.711431
16171;5,145,267.869;$21,835.24;$112,348,141,801.19;29;4.796762;12.684618;12.129712;15.911423
16172;110,052.782;$10,809.87;$1,189,656,504.70;4;-70.25894;13.267659;10.292354;7.246378
16173;165,193.225;$10,820.04;$1,787,397,981.47;8;-70.28823;13.156539;10.184146;7.141149
16174;60,207.743;$10,704.87;$386,282,023.90;6;8.435772;11.69665;14.057822;0.0
16175;149,571.891;$10,717.33;$0.00;0;8.650656;11.917976;14.283814;0.0
16176;11,580.18;$10,683.63;$123,718,321.74;1;8.43577;11.696649;14.057821;0.0
16177;100,023.193;$10,428.35;$1,043,077,142.88;1;13.023719;11.064813;0.0;0.0
16178;779,525.315;$10,433.48;$8,133,159,738.59;62;12.911971;10.954997;0.0;0.0
16179;28,018,783.285;$23,771.54;$666,049,587,414.42;1078;10.734134;14.035652;10.73951;9.922673
16180;128,144.396;$26,638.30;$3,413,548,977.26;1;12.394635;15.745524;12.400099;11.571047
16181;5,145,267.869;$21,835.24;$112,348,141,801.19;29;4.796762;12.684618;12.129712;15.911423
16182;2,334,878.011;$12,449.18;$29,067,313,215.54;2;21.297968;26.719248;21.201452;16.825842
16183;1,567,316.784;$12,402.91;$19,439,285,027.34;355;21.059559;26.470215;20.963234;16.5962
16184;321,834.385;$25,776.56;$8,295,783,136.88;53;9.230935;9.751822;9.902888;9.608283
16185;3,902,800.281;$27,580.87;$107,642,611,110.95;116;9.758448;10.281936;10.433734;10.137712
16186;441,571.588;$29,518.08;$13,034,343,524.61;51;10.291197;10.817184;10.96972;10.672262
16187;206,885.423;$22,547.18;$4,664,682,132.23;17;8.190715;8.70667;8.856325;8.564518
16188;270,081.092;$21,119.49;$5,703,975,422.53;70;11.286536;11.691185;11.248436;11.358192
16189;1,265,745.69;$14,419.80;$18,306,252,937.87;234;12.836798;9.172225;10.91728;10.673699
16190;1,110,402.353;$103,076.01;$114,455,846,608.41;2;4.421244;-0.336742;10.212355;8.886817
16191;738,870.23;$18,313.77;$13,531,499,315.32;22;10.288977;20.21569;13.454221;12.651344
16192;1,110,402.353;$103,076.01;$114,455,846,608.41;2;4.421244;-0.336742;10.212355;8.886817
16193;738,870.23;$18,313.77;$13,531,499,315.32;22;10.288977;20.21569;13.454221;12.651344
16194;2,992,773.965;$84,965.88;$254,283,665,211.04;16;-1.762031;29.953814;15.075384;24.072926
16195;4,520,376.778;$89,226.95;$403,339,437,813.86;41;7.568491;24.973991;82.77141;51.440296
16196;1,477,433.695;$38,520.62;$56,911,660,318.46;36;20.35085;12.353102;5.982687;10.421246
16197;1,183,550.157;$45,055.89;$53,325,906,880.98;19;-1.751953;-1.0669;4.022037;55.13293
16198;6,331,904.647;$59,931.67;$379,481,599,959.78;42;0.365918;0.481304;0.138726;3.048092
16199;13,618,535.359;$21,638.37;$294,682,956,182.55;150;18.201958;14.429223;3.567403;8.049463
16200;2,147,423.513;$13,255.41;$28,464,979,009.62;30;4873.7905;-3.128682;10.323856;25.081211
16201;1,078,443.79;$11,138.80;$12,012,572,337.03;2;16.794657;13.257174;13.801544;11.216032
16202;587,574.068;$19,981.50;$11,708,876,453.20;20;15.069285;11.583922;12.120271;12.211996
16203;24.309;$11,795.11;$286,728.00;1;15.12598;11.638902;12.175515;12.267285
16204;8,845,156.703;$14,471.24;$128,000,414,066.53;1;16.794655;13.257174;13.801544;13.894641
16205;169,608,979.953;$21,251.29;$3,654,444,927,549.44;487;15.41028;11.914615;12.45255;12.544546
16206;313,831,785.279;$3,227.53;$1,012,703,908,832.52;89;12.359247;11.591737;12.58986;12.538913
16207;55,985,847.075;$3,377.47;$189,240,595,659.38;36;13.195823;12.422623;13.428157;13.376831
16208;20,247,854.885;$3,227.53;$65,083,208,321.36;334;12.359247;11.591737;12.58986;12.538913
16209;2,058,229.173;$3,256.89;$6,641,720,138.73;18;12.525566;11.756933;12.756529;12.705507
16210;123,986.522;$3,377.47;$418,760,929.70;8;13.195823;12.422623;13.428157;13.376831
16211;5,993,897.505;$3,198.78;$19,202,211,936.69;530;12.193398;11.427028;12.423681;12.372809
16212;375,499.932;$3,426.46;$1,286,633,880.36;32;14.577152;12.714544;12.862655;12.858223
16213;21,562,985.745;$12,365.49;$266,636,870,558.02;1;14.181993;12.325794;12.473395;12.468978
16214;23,320.417;$3,407.46;$79,463,328.44;11;14.463964;12.603199;12.751164;12.746736
16215;491,986.314;$3,416.94;$1,681,088,218.93;38;14.520521;12.658844;12.806882;12.802452
16216;30,537,246.763;$3,388.58;$103,467,562,438.09;126;14.351007;12.492073;12.639892;12.635469
16217;169,608,979.953;$21,251.29;$3,654,444,927,549.44;487;15.41028;11.914615;12.45255;12.544546
16218;24.309;$11,795.11;$286,728.00;1;15.12598;11.638902;12.175515;12.267285
16219;587,574.068;$19,981.50;$11,708,876,453.20;20;15.069285;11.583922;12.120271;12.211996
16220;8,845,156.703;$14,471.24;$128,000,414,066.53;1;16.794655;13.257174;13.801544;13.894641
16221;1,078,443.79;$11,138.80;$12,012,572,337.03;2;16.794657;13.257174;13.801544;11.216032
16222;123,986.522;$3,377.47;$418,760,929.70;8;13.195823;12.422623;13.428157;13.376831
16223;2,058,229.173;$3,256.89;$6,641,720,138.73;18;12.525566;11.756933;12.756529;12.705507
16224;313,831,785.279;$3,227.53;$1,012,703,908,832.52;89;12.359247;11.591737;12.58986;12.538913
16225;20,247,854.885;$3,227.53;$65,083,208,321.36;334;12.359247;11.591737;12.58986;12.538913
16226;55,985,847.075;$3,377.47;$189,240,595,659.38;36;13.195823;12.422623;13.428157;13.376831
16227;5,993,897.505;$3,198.78;$19,202,211,936.69;530;12.193398;11.427028;12.423681;12.372809
16228;28,044,412.034;$18,231.27;$617,330,784,378.24;79;17.372162;13.21592;12.963859;13.539298
16229;8,323,677.978;$18,194.13;$158,112,057,233.79;19;18.252066;14.06972;13.817977;14.397391
16230;936,522.07;$12,675.64;$11,871,017,127.97;1;16.505224;12.377238;12.129864;12.700742
16231;6,063,405.536;$14,324.52;$89,693,201,364.73;96;16.850464;12.709977;12.460575;13.033632
16232;71,093,307.71;$18,755.47;$1,343,892,877,941.20;289;17.372166;13.216102;12.966025;13.540805
16233;16,248,760.845;$24,431.46;$405,814,190,364.00;5416;16.505226;12.375584;12.127948;12.698613
16234;47,317.033;$13,689.71;$647,756,522.01;3;82.19804;76.08437;63.705685;31.851454
16235;243,499.199;$24,578.49;$5,984,842,389.45;162;78.63114;72.6222;60.486954;28.93596
16236;32,099.704;$11,877.24;$381,255,983.33;2;80.84392;74.7705;0.0;0.0
16237;441,533.218;$14,381.24;$6,349,794,011.95;40;79.68649;73.646515;61.43963;29.829838
16238;5,005,850.486;$18,655.78;$92,351,516,120.59;54;-15.198104;11.405991;17.566261;18.4665
16239;8,103,899.068;$18,483.84;$148,149,804,948.44;1078;-15.616051;10.855179;16.985613;17.881647
16240;4,277,609.171;$20,007.89;$85,585,927,234.11;45;-14.945347;11.740326;17.918703;18.822159
16241;8,419,885.986;$21,104.88;$171,860,690,114.96;9;-14.3497;12.525692;18.74747;19.657125
16242;18,365,345.381;$18,994.16;$349,002,237,849.79;34;-14.776007;11.962598;18.154652;19.058712
16243;134,728.917;$27,029.78;$3,641,693,212.70;263;15.67527;15.853292;17.17783;17.581259
16244;97.215;$6,057,391.12;$588,870,186.72;1;68.254234;-53.984077;-19.510353;14.196056
16245;14,677,897.785;$12,743.64;$187,217,205,454.70;332;17.839098;16.825012;17.779028;17.707085
16246;1,691,027.535;$15,637.08;$26,442,727,261.59;12;-90.36125;49.766315;25.502413;4.923099
16247;228,787.155;$21,437.87;$4,904,709,584.47;71;-90.45636;48.294235;24.267567;3.890291
16248;163,944.276;$15,668.33;$2,568,732,565.26;5;-90.41854;48.87975;24.758358;4.300657
16249;411,324.807;$19,053.89;$7,837,337,856.80;2;-90.264244;51.268585;26.761705;5.976441
16250;435,642.288;$12,709.21;$5,536,670,694.89;1;-76.48337;6.734694;9.697896;-11.928309
16251;442,833.096;$12,993.56;$5,753,978,220.15;15;-76.78636;5.359751;8.284753;-13.063523
16252;898,384.319;$13,467.70;$12,099,171,016.64;13;-76.65913;5.937203;8.878143;-12.586953
16253;358,756.717;$12,613.26;$4,525,090,940.71;57;-76.88944;4.890792;7.803611;-13.449985
16254;153,002.512;$9,239.54;$1,413,672,483.44;41;-92.07591;44.86992;11.523298;-9.572691
16255;124,462.101;$9,372.79;$1,166,557,681.06;3;-92.044495;45.442444;11.964433;-9.214854
16256;415,007.231;$9,262.46;$3,843,986,130.44;3;-91.9969;46.309;12.632065;-8.673193
16257;292,787.389;$9,931.62;$2,907,854,472.16;2;-91.91631;47.77633;13.76257;-7.75597
16258;586,121.919;$13,440.17;$7,877,577,581.95;32;-72.26965;-6.294546;21.472673;18.271545
16259;445,027.92;$13,239.57;$5,778,001,157.95;80;-72.43336;-6.847969;20.755522;17.573467
16260;533,824.904;$10,687.92;$5,705,478,378.38;3;-71.88006;-4.976817;0.0;0.0
16261;1,163,290.223;$13,580.69;$15,798,278,499.23;9;-72.15944;-5.9218;21.955297;18.74183
16262;296,218.98;$13,374.49;$3,961,777,411.11;9;-72.32444;-6.479429;21.23327;18.037695
16263;2,161,848.965;$10,230.35;$20,991,467,364.39;7;-51.13278;-1.936286;1.396676;-16.085512
16264;1,070,480.046;$10,098.31;$10,473,989,516.82;100;-51.494583;-2.663912;0.644354;-16.707314
16265;1,895,612.685;$14,772.67;$28,003,251,455.50;4;-43.63564;3.575985;21.5942;23.77536
16266;3,589,107.94;$14,771.86;$52,684,787,025.43;41;-44.19459;2.546204;20.386108;22.54514
16267;2,050,450.906;$14,623.11;$29,908,468,396.99;180;-44.742603;1.536911;19.651247;21.868313
16268;3,649,372.426;$13,386.14;$48,451,014,010.07;5;-44.05589;2.802119;20.686003;22.850971
16269;994,877.269;$14,411.21;$13,987,389,813.09;7;-44.194588;2.545305;20.386353;22.543896
16270;104,198,330.676;$11,130.88;$1,159,819,145,621.06;1268;-2.787268;0.140262;1.337125;1.498541
